corp_ceref,corp_name,ro_ceref,ro_full_name,ro_name_chi,ro_ra_types
BWB590,Huatai-PCG Asset Management Limited,BWB591,TIAN Hanqing,田汉卿,"1,4,9"
BWB590,Huatai-PCG Asset Management Limited,BAK409,ZHU Lei,朱蕾,"1,4,9"
BWL315,Halo Capital (H.K.) Limited,ANT708,CHAN Ho Kin,陳豪健,"4,9"
BWL315,Halo Capital (H.K.) Limited,AOR534,WONG Kwan Ho,黃君豪,"4,9"
BWH664,Hess Asset Management Limited,BWI262,LU Shuai,盧帥,9
BWH664,Hess Asset Management Limited,BWH667,SONG Ying Hui,宋英暉,9
BWG224,Hong Kong Sanfeng Fund Management Limited,BWG227,GENG Guibo,耿貴波,"4,9"
BWR367,Hillstone Capital Limited,AGT998,"FAN Kei Shun, Lester",范基信,"4,9"
BWR367,Hillstone Capital Limited,ALZ610,ZHU Hengqiu,朱恆秋,"4,9"
BWR938,Hankang Asset Management Limited,BUT989,CHEN Sichong,陳思翀,"4,9"
BWR938,Hankang Asset Management Limited,BWR941,ZHOU Xuan,周玄,"4,9"
BWT343,HONGKONG TOP TALENT INVESTMENT ADMINISTRATION LIMITED,BON970,YIN Bo,殷波,"4,9"
BWT343,HONGKONG TOP TALENT INVESTMENT ADMINISTRATION LIMITED,BQQ972,ZHAO Xiaohu,趙小虎,"4,9"
BWT522,"Hong Kong Flying Tiger Asset Management Co., Limited",AUA954,CHING Tsun Lung,程俊龍,"4,9"
BWT522,"Hong Kong Flying Tiger Asset Management Co., Limited",BWT525,XIAO Xin,肖歆,"4,9"
BWV914,Hai Fusion International Asset Management Limited,BWV915,CHEN Yunxing,陳運興,"4,9"
BWV914,Hai Fusion International Asset Management Limited,BWV916,FU Cheng,付程,"4,9"
BWZ042,"Hong Kong HuaanHexin Asset Management Co., Limited",BWZ045,HU Jingxian,胡婧嫺,"4,9"
BWZ042,"Hong Kong HuaanHexin Asset Management Co., Limited",BWZ043,ZHANG Ye,張曄,"4,9"
AAG243,Insubest Financial & MPF Planning Limited,AFO417,HO Robert Kwok Ting,何國挺,4
AAG243,Insubest Financial & MPF Planning Limited,AAV425,"LAU Kin, Kelvin",劉堅,4
AAY077,ICBC Asset Management (Global) Company Limited,BUO704,HUANG Yucong,,"4,5,9"
AAY077,ICBC Asset Management (Global) Company Limited,AGJ901,"KWOK Wai Ki, Henry",郭偉奇,"4,5,9"
AAY077,ICBC Asset Management (Global) Company Limited,BMW896,LI Bing,李兵,"4,5,9"
AAY077,ICBC Asset Management (Global) Company Limited,AXS583,WANG Ziyang,王子洋,"4,9"
AAY077,ICBC Asset Management (Global) Company Limited,BUG544,YU Jinyou,于金酉,"4,5,9"
AAY077,ICBC Asset Management (Global) Company Limited,BVZ425,ZHA Ying,查櫻,"4,5,9"
AAJ770,Invesco Hong Kong Limited (trading as Invesco Asia Pacific),APC144,CHEUNG Kai Lim,張啟廉,"1,4,9"
AAJ770,Invesco Hong Kong Limited (trading as Invesco Asia Pacific),AFW616,CHOU Calvin,周景國,"1,4"
AAJ770,Invesco Hong Kong Limited (trading as Invesco Asia Pacific),AJB550,"CHOW Wai Tat, Richard",周偉達,"1,4,5,9"
AAJ770,Invesco Hong Kong Limited (trading as Invesco Asia Pacific),BOK886,DIGBY Thomas Geoffrey,,"1,4"
AAJ770,Invesco Hong Kong Limited (trading as Invesco Asia Pacific),BVE130,FRANC Martin Peter,,"1,2,4,5,9"
AAJ770,Invesco Hong Kong Limited (trading as Invesco Asia Pacific),AOD096,HSIAO Kuang-Yi,蕭光一,"1,4,9"
AAJ770,Invesco Hong Kong Limited (trading as Invesco Asia Pacific),ANU106,"HUANG Wan Chun, Christine",黃婉君,"1,4"
AAJ770,Invesco Hong Kong Limited (trading as Invesco Asia Pacific),BGC483,LIN Ken,林蘭駿,"1,4"
AAJ770,Invesco Hong Kong Limited (trading as Invesco Asia Pacific),BSD224,"LING Chun Hui, Norbert",林純暉,"1,4,9"
AAJ770,Invesco Hong Kong Limited (trading as Invesco Asia Pacific),AAW957,"LO Tak Shing, Andrew",羅德城,"1,4"
AAJ770,Invesco Hong Kong Limited (trading as Invesco Asia Pacific),BOS652,MAK Kin Bond,麥建邦,"1,2"
AAJ770,Invesco Hong Kong Limited (trading as Invesco Asia Pacific),AOV141,MAK Nixon Kim Ho,麥劍豪,"1,4,5,9"
AAJ770,Invesco Hong Kong Limited (trading as Invesco Asia Pacific),ANF158,TOM Edward,譚子平,1
AAJ770,Invesco Hong Kong Limited (trading as Invesco Asia Pacific),AOY331,WONG Ka Shing,黃嘉誠,"1,2,4,5,9"
AAJ770,Invesco Hong Kong Limited (trading as Invesco Asia Pacific),AWX002,YUNG Kai Po Anthony,容啓寶,"1,4"
AAJ770,Invesco Hong Kong Limited (trading as Invesco Asia Pacific),BGZ550,ZHAO Yu,趙彧,"1,4"
AAJ770,Invesco Hong Kong Limited (trading as Invesco Asia Pacific),BFN302,ZHONG Haidan,鍾海丹,"1,4"
ABB038,Instinet Pacific Limited,ANF151,BERESFORD Paul Richard,,"1,4,7"
ABB038,Instinet Pacific Limited,BFP347,HART Stephen David,夏大偉,"1,4,7"
ABB038,Instinet Pacific Limited,ACO822,HAU Edward,侯俊華,"1,4,7"
ABB038,Instinet Pacific Limited,AVJ371,MCNIVEN Dillon Tate,,"1,4,7"
ABB038,Instinet Pacific Limited,AFR663,MOHIDEEN Mohamed Rafi,,"1,4,7"
ABQ890,iFAST Securities (HK) Limited,BOF642,CHAN Ka Long,陳家朗,1
ABQ890,iFAST Securities (HK) Limited,BJQ827,CHOW Yiu Kei,周曜基,1
ABQ890,iFAST Securities (HK) Limited,BEV368,HUANG Yancong,黃延聰,1
ABQ890,iFAST Securities (HK) Limited,AUJ784,"LAU Yee Lok, Glory",劉以諾,1
ABQ890,iFAST Securities (HK) Limited,ABS215,NG Po Law,吳保羅,1
ABQ890,iFAST Securities (HK) Limited,AOS027,YIP Kelvin Hok-yin,葉學賢,1
ABT605,Income Partners Asset Management (HK) Limited,AAC260,"NGUY Hoc Ty, Emil",魏志華,"4,9"
ABT605,Income Partners Asset Management (HK) Limited,AXH477,WONG Kam Lam,黃錦琳,"4,9"
ABT605,Income Partners Asset Management (HK) Limited,BQS298,ZHAI Ke,翟可,"4,9"
ACA028,International Commerce Corporation,ABP322,SINGH Manbir,,"4,9"
ACA028,International Commerce Corporation,ABE509,SPIVEY Michael John Alan,,"4,9"
ADI249,Interactive Brokers Hong Kong Limited,ARD627,ALLEY Stephen Henry,,"1,2"
ADI249,Interactive Brokers Hong Kong Limited,AQI988,EL AMRANI El Ghali,,"1,2"
ADI249,Interactive Brokers Hong Kong Limited,ACP478,FRIEDLAND David Eric,,"1,2,3"
ADI249,Interactive Brokers Hong Kong Limited,ATY710,LEUNG Chun John,梁隽,"1,2"
ADI249,Interactive Brokers Hong Kong Limited,AMP600,NG Chi Ling,吳芷玲,"1,2,3"
ADI249,Interactive Brokers Hong Kong Limited,AQO197,TANG Allan Doi Ki,鄧岱奇,"1,2,3"
AFV748,iVenture Investment Management Limited,AAB369,"CHOW Yuen Ki, Nerissa",周絃姬,"4,5,9"
AFV748,iVenture Investment Management Limited,BHM103,LO Marco Man Ho,盧文浩,"4,5,9"
AFV748,iVenture Investment Management Limited,BNU842,TANG Ho Ming,鄧皓銘,4
AFC560,Indus Capital Advisors (Hong Kong) Limited,AVR204,FUJISAKI Daisuke,,"1,2,4,9"
AFC560,Indus Capital Advisors (Hong Kong) Limited,AOG770,MO Yalin,莫亞琳,"4,9"
AFC560,Indus Capital Advisors (Hong Kong) Limited,BKA517,SHANNON James,,"1,2,4,9"
AGI765,ICBC (Asia) Securities Limited,AWT686,LO Kok Hong,盧覺康,"1,4"
AGI765,ICBC (Asia) Securities Limited,APB776,YEUNG Kai Ming,楊啟明,"1,4"
AGK111,iReality Investments Limited,ACQ091,BURLAGE Matthew James,,"1,4,6,9"
AGK111,iReality Investments Limited,ADH438,"CHOW Lip Ming, Juliette",周立明,"1,4,6,9"
AGN053,iMarkets Limited,AYJ055,LAU Chun Yu,劉俊瑜,"1,7"
AGN053,iMarkets Limited,APJ676,LEE Kwong Wang,李光宏,"1,7"
AHM793,Imagi Brokerage Limited,BHO173,CHONG Kin Cheung,鍾建祥,"1,2"
AHM793,Imagi Brokerage Limited,ABY402,KOO Ka Lai,古嘉麗,"1,2,4,5,9"
AHM793,Imagi Brokerage Limited,ANA705,"LO Cheuk Yee, Helen",勞婥頤,"1,2,4,5,9"
ALS380,Imperial Capital Limited,BVU253,LU Qiang,卢强,9
ALS380,Imperial Capital Limited,ACZ998,YAU Shuk Han,游淑嫻,9
AME501,InnoFusion Capital Management Limited,AGA582,LEUNG Wing Cheong,梁永昌,9
AMX312,IPP Financial Advisers Limited,AMX446,CHUNG Kwok Kuen,鍾國權,"1,4,9"
AMX312,IPP Financial Advisers Limited,ASU232,PANG Wing Tung,彭永東,"1,4,9"
AMS222,Investport (H.K.) Limited,AEN676,CHAN Yee Man,陳依雯,5
AMS222,Investport (H.K.) Limited,AGS415,HINTERHAEUSER Gerhard Hans,,"1,4,9"
AMS222,Investport (H.K.) Limited,AAA823,HUI Yee Kwong,許沂光,"1,4,5,9"
AMY844,iFAST Financial (HK) Limited,BOF642,CHAN Ka Long,陳家朗,"1,4,9"
AMY844,iFAST Financial (HK) Limited,BJQ827,CHOW Yiu Kei,周曜基,9
AMY844,iFAST Financial (HK) Limited,AUJ784,"LAU Yee Lok, Glory",劉以諾,"1,4,9"
AMY844,iFAST Financial (HK) Limited,AOS027,YIP Kelvin Hok-yin,葉學賢,"1,4,9"
ANH692,iFAST Global Markets (HK) Limited,BOF642,CHAN Ka Long,陳家朗,9
ANH692,iFAST Global Markets (HK) Limited,BJQ827,CHOW Yiu Kei,周曜基,"1,4,9"
ANH692,iFAST Global Markets (HK) Limited,BEV368,HUANG Yancong,黃延聰,1
ANH692,iFAST Global Markets (HK) Limited,AOS027,YIP Kelvin Hok-yin,葉學賢,"1,4,9"
AOV762,IAM Legacy Limited,AEM238,"FONG Ching Man, Jessica",方靜雯,9
AOV762,IAM Legacy Limited,ACD880,"LI Kai Keung, Norman",李繼強,"4,9"
AOV762,IAM Legacy Limited,ANM592,"WONG Lork Heng, Geoffrey",王諾衡,4
AOV762,IAM Legacy Limited,AKV288,YEUNG Wai Keung,楊偉強,"4,9"
ARI209,Imperium International Asset Management Limited,ARN620,"CHIU Yau Chun, Jackie",趙右焌,5
ARI209,Imperium International Asset Management Limited,AYZ335,HO Wai Kin,何偉健,"4,5,9"
ARI209,Imperium International Asset Management Limited,APW355,MAK Tsz Hang,麥子衡,"4,9"
ATI575,ICBC International Fund Management Limited,BUY521,CHEN Yanzi,陳妍孜,"1,4,9"
ATI575,ICBC International Fund Management Limited,BVE647,GUO Xiangjun,郭向军,"1,4,9"
ATI575,ICBC International Fund Management Limited,BKB457,HU Kun,胡坤,"1,4,9"
ATI575,ICBC International Fund Management Limited,ARL159,"KWOK Ka Lok, Stanley",郭家洛,"1,4,9"
ATI575,ICBC International Fund Management Limited,BKO397,LIU Dawei,劉大偉,"1,4,9"
ATI575,ICBC International Fund Management Limited,BKD944,QU Meng,曲夢,"1,4,9"
ATI575,ICBC International Fund Management Limited,AFT382,"SUN Kin Kong, James",孫健崗,"1,4,9"
ATI575,ICBC International Fund Management Limited,BEM691,WANG Wenbin,王文彬,"1,4,9"
ATI575,ICBC International Fund Management Limited,AEN615,WONG Tung Chie,王東杰,"1,4"
ATI575,ICBC International Fund Management Limited,BKE569,XIAO Feifei,肖飛飛,"1,4"
ATI575,ICBC International Fund Management Limited,BSM581,XIAO Yuqiang,肖玉强,"1,4,9"
ATI575,ICBC International Fund Management Limited,BTV639,YANG Yuguo,杨煜国,"1,4,9"
ATI575,ICBC International Fund Management Limited,ARF350,YAO Tianjiao,姚天驕,"1,4,9"
ATI575,ICBC International Fund Management Limited,BJK785,ZHOU Jason Xiaoyu,周曉鈺,"1,4,9"
ATI575,ICBC International Fund Management Limited,BNQ630,ZHOU Sen,周森,"1,4,9"
ATW274,INV Partners Limited,AFD123,YIP Hoi Chung,葉凱琮,9
ATW274,INV Partners Limited,BTX367,ZHOU Wei,周緯,9
AXK530,Impax Asset Management (Hong Kong) Limited,AXE046,BISHNOI Manish,,"1,4,9"
AXK530,Impax Asset Management (Hong Kong) Limited,BVY733,FRENCH Charles Peter,,"1,4,9"
AXK530,Impax Asset Management (Hong Kong) Limited,AYJ916,YANG Haoyu,楊鎬宇,"1,4,9"
AXY613,ICBC UBS Asset Management (International) Company Limited,BWV865,CHENG Yu,程瑜,"1,4"
AXY613,ICBC UBS Asset Management (International) Company Limited,BJJ371,LI Dan,李丹,"1,4,9"
AXY613,ICBC UBS Asset Management (International) Company Limited,BXN143,LIU Xin,刘欣,"1,4,9"
AXY613,ICBC UBS Asset Management (International) Company Limited,BSI227,ZHANG Dong,張棟,"1,4,9"
AXY613,ICBC UBS Asset Management (International) Company Limited,BRY280,ZHAO Xu,赵栩,9
AZQ885,Isola Capital Asset Management Limited,AGN913,CHAN Anthony Jen Haw,陳甄灝,"1,4,9"
AZQ885,Isola Capital Asset Management Limited,AFM920,ZHANG David,張海,"1,4,9"
BBT108,Impression Investment Limited,BEL805,LIU Zhao,劉釗,9
BBT108,Impression Investment Limited,BUL482,YIN Yue,印阅,9
BCB727,IvyRock Asset Management (HK) Limited,ANK158,DUANMU Yongshan,端木雍山,9
BCB727,IvyRock Asset Management (HK) Limited,AOD620,HUANG Yong,黃勇,9
BCB727,IvyRock Asset Management (HK) Limited,BCB741,JIANG Yu,蔣煜,9
BCH802,Infore Capital Management (Hong Kong) Company Limited,BUS856,CHEN Ge,陳戈,9
BCH802,Infore Capital Management (Hong Kong) Company Limited,BOA340,JIANG Feng,蔣峰,9
BCH802,Infore Capital Management (Hong Kong) Company Limited,BPN627,ZHOU Qiwei,周奇偉,9
BCR090,Insight Capital Investment Limited,AGV350,"CHENG Chi Wai, Benny",鄭智偉,"4,9"
BCR090,Insight Capital Investment Limited,ALN679,"WOO Wing Sum, Samuel",胡穎森,"4,9"
BCY137,IP Investment Management (HK) Limited,BIO892,HUANG Kai-yu Kenneth,黃凱宇,"4,9"
BCY137,IP Investment Management (HK) Limited,BOJ610,SO Chak Ming,蘇澤明,"4,9"
BCY137,IP Investment Management (HK) Limited,BCY147,WILLIAMS Selina Marie Elizabeth,,"4,9"
BCY137,IP Investment Management (HK) Limited,BVI019,WILLSHER Benjamin Ernest John,,9
BEI438,Iridium Capital Limited,BGM542,KO Ka Chun,高嘉俊,"4,9"
BEI438,Iridium Capital Limited,AWP707,LEE Ming Tat,李明達,"4,9"
BEI438,Iridium Capital Limited,AFS914,LEE Wang Kwong,李泓廣,"4,9"
BFI201,Ion Pacific Limited,BOG760,CHIA Jonathan Kuen Hung,謝昀衡,"4,9"
BFI201,Ion Pacific Limited,APA734,HAR-EVEN Itamar,,4
BFI201,Ion Pacific Limited,ARH187,JOSEPH Michael Eric,,"4,9"
BGM035,i-Golden Data Capital Limited,BVH429,BAO Chao,鮑超,"4,9"
BGM035,i-Golden Data Capital Limited,AQQ241,LI Yi,李懿,"4,9"
BGV030,Infinite Success Assets Management Limited,BOO835,CHEN Chao-Chuan,陳朝泉,"4,9"
BGV030,Infinite Success Assets Management Limited,BWT649,CHEN Shiping,陳世平,"4,9"
BGX443,Innov Harbor Asset Management Limited,ATG911,CHAN Hung Ping,陳鴻平,"4,9"
BGX443,Innov Harbor Asset Management Limited,BWT433,GAO Shang,高上,"4,9"
BHP417,IFM Investors (HK) Ltd,BNC270,DOHERTY Neil Michael,,"1,4,9"
BHP417,IFM Investors (HK) Ltd,AXV597,LEE Hye Soo,李惠秀,"1,4,9"
BHP417,IFM Investors (HK) Ltd,ANW415,SWARBRECK Peter William,,"1,4"
BHP417,IFM Investors (HK) Ltd,BTG983,TEH Wei Sun,,"1,4,9"
BHW980,INV Advisory Limited,AGJ221,CHAN Mei Yan,陳美欣,"4,9"
BHW980,INV Advisory Limited,BTW183,XIA Alan Zhe,夏瑞哲,9
BHW980,INV Advisory Limited,AYG287,YU Eunice,于如玥,"4,9"
BIB970,Innovax Asset Management Limited,AZG706,LAU Kon Man,劉幹文,9
BIB970,Innovax Asset Management Limited,ABH763,LI Lap Sun,李立新,9
BIB970,Innovax Asset Management Limited,BFU951,TSOI Tsz Wan Vivian,蔡芷韻,9
BIJ878,"Innovation Asset Management Co., Limited",ALZ455,HUANG Xiaobo,黃小波,"4,9"
BIJ878,"Innovation Asset Management Co., Limited",AWL776,KUANG Tao,匡濤,"4,9"
BIJ878,"Innovation Asset Management Co., Limited",AML239,KUANG Xia,匡霞,"4,9"
BIJ878,"Innovation Asset Management Co., Limited",AED179,SANFT Erwin Ralph,歐文,"4,9"
BIL921,Inforesight Investment Limited,ALB387,GAO Ping,高平,9
BIL921,Inforesight Investment Limited,BJW524,NI Xiaodong,倪晓东,9
BIL921,Inforesight Investment Limited,AYU389,ZONG Xing,宗興,9
BIW751,Infinitus Partners Asset Management Limited,AEE491,LAU Ka Chun,劉嘉晉,"4,9"
BIW751,Infinitus Partners Asset Management Limited,BOO723,SIU Wing Shan,蕭詠珊,"4,9"
BJC166,Infinite Capital Limited,BDD732,CHAN Tung Yu,陳彤宇,"4,9"
BJC166,Infinite Capital Limited,BOH677,HUNG Nga In,洪雅妍,"4,9"
BJP081,Ishana Capital Limited,BBT847,CHUA Zheng Yan,蔡正彥,9
BJP081,Ishana Capital Limited,AXZ638,RAVISANKAR Harishankar,,9
BJP081,Ishana Capital Limited,BKJ280,UPADHYAYULA Madhukar Srinivas,,9
BJP081,Ishana Capital Limited,AWR862,WITTET Mark James Oakley,,9
BNI816,Infini Capital Management Limited,BGZ923,LAI Kwok Kei,黎國基,9
BNI816,Infini Capital Management Limited,AGH369,SO Wai Hong,蘇偉康,9
BNI685,INNO Seresia Asset Management Limited,ACT428,"CHENG Kam Wah, Conrad",鄭錦華,"4,9"
BNI685,INNO Seresia Asset Management Limited,BOE964,DING Xiaoke,丁小珂,"4,9"
BNO812,Intewise Capital Management Limited,BHF617,LIU Xiaolong,劉曉龍,9
BNO812,Intewise Capital Management Limited,AYJ250,TAO Sha,陶莎,9
BOB012,Interarch Asset Management Limited,BEN424,LEUNG Lok Man,梁樂敏,"1,4,9"
BOB012,Interarch Asset Management Limited,BJW627,LEUNG Wing Hang,梁穎鏗,"1,4,9"
BOB012,Interarch Asset Management Limited,BHJ218,QU Siyuan,瞿思源,"4,9"
BOB012,Interarch Asset Management Limited,AYR056,TSE Sze Pan,謝仕斌,"1,4,9"
BOB954,IMO Asset Management Limited,ANU529,CHAU Ling,周凌,"4,9"
BOB954,IMO Asset Management Limited,AQM135,LU Xinliang,盧忻亮,"4,9"
BOX262,IMM Investment Hong Kong Limited,BPB585,LEE Howon,李晧遠,"1,4,9"
BOX262,IMM Investment Hong Kong Limited,BLP736,LEE Young Joon,,"1,4,9"
BPB242,Infinity Asset Management Limited,AEG131,CHEUNG Siu Hoi,張兆愷,"4,9"
BPB242,Infinity Asset Management Limited,AEE550,LEUNG Suk Yee,梁淑儀,"4,9"
BPB242,Infinity Asset Management Limited,BCP173,"WONG Kwok Lun, Clovis",黃國麟,"4,9"
BPR443,I Win Asset Management Limited,AFN727,FOK Wai Hung,霍偉雄,"4,9"
BPR443,I Win Asset Management Limited,AFT306,"FONG Wai Lok, Raymond",方偉諾,"4,9"
BPR443,I Win Asset Management Limited,ATD665,LAU Ying Tung,劉應東,"4,9"
BPR443,I Win Asset Management Limited,AHL563,LUI Kam Fai,呂金輝,"4,9"
BPR443,I Win Asset Management Limited,AUE239,NG Pang Chak,吳彭澤,"4,9"
BPR443,I Win Asset Management Limited,AKR115,"SHUM Ngan, Sammy",沈顏,4
BQS751,Inflexion Macro Capital Management Limited,BBF288,AU Kin Yu,區健余,"1,4,9"
BQS751,Inflexion Macro Capital Management Limited,APF219,LI Ang,李昂,"1,4,9"
BQS751,Inflexion Macro Capital Management Limited,AQU179,LIU Bo,劉博,"1,4,9"
BRV554,Invision Asset Management International Limited,BOC926,HO Yiu Chung,何耀中,"1,4,9"
BRV554,Invision Asset Management International Limited,BOI155,TAM Tak Seng,譚得勝,"1,4,9"
BQP051,Immensus Capital Investment Management (HK) Limited,BWI668,TAO Ye,陶曄,9
BQP051,Immensus Capital Investment Management (HK) Limited,AOC708,YAO Zhengye,姚正曄,9
BQP051,Immensus Capital Investment Management (HK) Limited,BWN499,ZHANG Wenning,張文宁,9
BRZ703,Inception Asia Investments Limited,BIG374,CHAN Wai Sze Clara,陳維詩,9
BRZ703,Inception Asia Investments Limited,AYQ567,TAN Zhizhi,譚智郅,9
BSF968,Initial Capital Securities Limited,ACI109,LAU Hon Wai,劉漢威,"1,4,9"
BSF968,Initial Capital Securities Limited,BOW524,LI Longxi,李龍夕,"1,4,9"
BSG685,INCE Investment Limited,ARR595,KEUNG Paul Hinsum,姜顯森,"4,9"
BSG685,INCE Investment Limited,AVI520,ZHOU Lingfei,周凌霏,"4,9"
BSI959,Inheritance Asset Management Limited,ART448,"CHAN Chun Kit, Lawrance",陳駿傑,"4,9"
BSI959,Inheritance Asset Management Limited,BTT538,SONG Yunlu,,"4,9"
BSQ068,Investates Asset Management Limited,BUE461,HUANG Zhifang,黄志芳,"4,9"
BSQ068,Investates Asset Management Limited,APF062,LAU Chi Ching,劉智菁,"4,9"
BSQ068,Investates Asset Management Limited,BSW938,PENG Zhi,彭志,"4,9"
BSQ068,Investates Asset Management Limited,BNQ524,XI Qi,奚奇,"4,9"
BTB901,Insights Asset Management Limited,AOD136,LEUNG Tsun Ip,梁俊業,"4,9"
BTB901,Insights Asset Management Limited,BTB903,LI Huixian,黎慧賢,"4,9"
BUP018,Ivy Pro Limited,BVV873,KONG Qingyuan,孔慶元,"1,4,9"
BUP018,Ivy Pro Limited,ACI099,LAU Yiu Wai,劉耀威,"1,4,9"
BUP018,Ivy Pro Limited,BVS389,LIU Zhijuan,劉志娟,"1,4,9"
BTR200,INNO Investment Management Limited,AOI863,NIE Jeff,聶軍,"4,9"
BTR200,INNO Investment Management Limited,BTR203,WANG Qianfeng,王前鋒,"4,9"
BUP752,Innovation (Hong Kong) Asset Management Limited,BUP753,SONG Yue,宋粵,"4,9"
BUP752,Innovation (Hong Kong) Asset Management Limited,BUP759,WU Piao,鄔飄,"4,9"
BVI364,Index HK Limited,ARE474,JIANG Maolin,姜茂林,"4,9"
BVI364,Index HK Limited,AWW400,LAN Qingwen,藍青文,"4,9"
BVM822,Infinite Peaks Asset Management Company Limited,BVM826,NIU Mengyi,牛孟藝,"4,9"
BVM822,Infinite Peaks Asset Management Company Limited,BVM823,SHANG Qiong,尚琼,"4,9"
BVM822,Infinite Peaks Asset Management Company Limited,BVM825,YE Zhixin,叶智鑫,"4,9"
BVJ888,Invar Capital (HK) Limited,AOB284,CHIU Shih-Liang,邱世梁,"1,4,9"
BVJ888,Invar Capital (HK) Limited,AUU925,WONG Ka Chun,黃嘉俊,"1,4,9"
BVW022,Inspiration Capital Management Limited,AHA589,LEE Hwa Chie,李華傑,9
BVW022,Inspiration Capital Management Limited,AMW714,LI Tianqing,李天晴,9
BWP072,Invictus Investment Partners Limited,ANQ111,BHARTI Kirtes,,9
BWP072,Invictus Investment Partners Limited,BBH663,SERIZAWA Takeo,芹澤健夫,9
BWP072,Invictus Investment Partners Limited,BBD526,YAMAGUCHI Tomohiro,,9
AAA121,JPMorgan Asset Management (Asia Pacific) Limited,AQZ908,BRAY Lee Matthew,,"1,2,9"
AAA121,JPMorgan Asset Management (Asia Pacific) Limited,BND443,CALLEGARI Julio Cesar,,"4,5,9"
AAA121,JPMorgan Asset Management (Asia Pacific) Limited,ADH091,"CHAN Tsun Kay, Edwin",陳俊祺,"4,9"
AAA121,JPMorgan Asset Management (Asia Pacific) Limited,AUE966,DAVIDS Mark Robert John,,"4,5,9"
AAA121,JPMorgan Asset Management (Asia Pacific) Limited,AWW451,EL ASMAR Philippe,,"4,9"
AAA121,JPMorgan Asset Management (Asia Pacific) Limited,AED561,GOLDFELD Leon,,"4,5,9"
AAA121,JPMorgan Asset Management (Asia Pacific) Limited,BSL751,HODGES Simon Paul,,"1,2"
AAA121,JPMorgan Asset Management (Asia Pacific) Limited,BAO461,HUI Cheung Tai,許長泰,"4,9"
AAA121,JPMorgan Asset Management (Asia Pacific) Limited,AMW549,"LEUNG Kit Yee, Elka",梁潔儀,"4,9"
AAA121,JPMorgan Asset Management (Asia Pacific) Limited,AMB378,SHEVLIN Aidan Daniel,,"4,5,9"
AAA121,JPMorgan Asset Management (Asia Pacific) Limited,ADN837,TANG Wai Nam,鄧偉南,"1,2,9"
AAA121,JPMorgan Asset Management (Asia Pacific) Limited,BNX163,WATKINS Daniel James,,"1,2,4,5,9"
BWA894,INSIGHTNOVA CAPITAL LIMITED,BVT511,XIAO Danfeng,肖丹楓,"4,9"
BWA894,INSIGHTNOVA CAPITAL LIMITED,BTX909,XIONG Peng,熊鵬,"4,9"
AAA135,JPMorgan Funds (Asia) Limited,AHL282,"CHAI Man Hung, Carina",蔡文紅,"4,9"
AAA135,JPMorgan Funds (Asia) Limited,ADH091,"CHAN Tsun Kay, Edwin",陳俊祺,"1,4,9"
AAA135,JPMorgan Funds (Asia) Limited,ASU039,CHEAH Kheng Leong,,"1,4,9"
AAA135,JPMorgan Funds (Asia) Limited,AWV265,"CHEUNG Chee Him, Vincent",張子謙,4
AAA135,JPMorgan Funds (Asia) Limited,AWW451,EL ASMAR Philippe,,"1,4,9"
AAA135,JPMorgan Funds (Asia) Limited,BIX302,HO Hsin Jung,侯心榕,4
AAA135,JPMorgan Funds (Asia) Limited,BAO461,HUI Cheung Tai,許長泰,1
AAA135,JPMorgan Funds (Asia) Limited,AMW549,"LEUNG Kit Yee, Elka",梁潔儀,"1,4,9"
AAA135,JPMorgan Funds (Asia) Limited,BNX163,WATKINS Daniel James,,"1,4,9"
AAB026,J.P. Morgan Securities (Far East) Limited,BQE746,ACKERMANN Thorsten Oliver,,"1,4"
AAB026,J.P. Morgan Securities (Far East) Limited,AQU426,ANG Xiao Yun,洪曉雲,"1,4,6"
AAB026,J.P. Morgan Securities (Far East) Limited,AQJ204,CHENG Chun Ning,鄭振寧,"1,4,6"
AAB026,J.P. Morgan Securities (Far East) Limited,AUW922,DHUPELIA Sunil,,"1,4,6"
AAB026,J.P. Morgan Securities (Far East) Limited,ALB745,HUANG Peihao,黃培皓,"1,4,6"
AAB026,J.P. Morgan Securities (Far East) Limited,AOL528,KAM Kwok Hung,甘國雄,"1,4,6"
AAB026,J.P. Morgan Securities (Far East) Limited,ACQ669,LAU Pak Wai,劉伯偉,"1,4,6"
AAB026,J.P. Morgan Securities (Far East) Limited,AYQ814,LAU Raymond Wai Cheuk,劉偉卓,"1,4,6"
AAB026,J.P. Morgan Securities (Far East) Limited,BVF307,LEENART Sjoerd,,"1,4"
AAB026,J.P. Morgan Securities (Far East) Limited,AGO384,MALKANI Sanjeev Lalchand,,"1,4,6"
AAB026,J.P. Morgan Securities (Far East) Limited,AGH243,"PAI Szu Chia, Nelly",白思佳,"1,4,6"
AAB026,J.P. Morgan Securities (Far East) Limited,APA129,STEARN Nicholas Antony,,"1,4"
AAB026,J.P. Morgan Securities (Far East) Limited,BON475,UREN Paul Stephen James,,"1,4,6"
AAB026,J.P. Morgan Securities (Far East) Limited,BHS917,WILSON Duncan William Palmer,,"1,4"
AAB026,J.P. Morgan Securities (Far East) Limited,ARQ788,XU Ping,徐娉,"1,4,6"
AAC753,JS Cresvale Capital Limited,AQR042,"LAW Ching Yee, Carol",羅靜怡,1
AAC753,JS Cresvale Capital Limited,BGU789,WEI I Yen,魏亦言,1
