corp_ceref,corp_name,ro_ceref,ro_full_name,ro_name_chi,ro_ra_types
AAC753,JS Cresvale Capital Limited,BDC888,YU Tai Lung,于大龍,1
AAB027,J.P. Morgan Broking (Hong Kong) Limited,BQE746,ACKERMANN Thorsten Oliver,,"2,5"
AAB027,J.P. Morgan Broking (Hong Kong) Limited,ADR493,"CHAN Chi Ho, Ron",陳志豪,"1,2,4,5"
AAB027,J.P. Morgan Broking (Hong Kong) Limited,ANM987,CHEAH Sim Ee,謝心懿,"2,5"
AAB027,J.P. Morgan Broking (Hong Kong) Limited,AEN687,"CHU Pak Ning, Patrick",朱柏寧,"1,2,4,5,7"
AAB027,J.P. Morgan Broking (Hong Kong) Limited,AMF381,IP Vincent Wai Chung,葉維中,"2,5"
AAB027,J.P. Morgan Broking (Hong Kong) Limited,BHF956,IYER Bhasker,,"2,5"
AAB027,J.P. Morgan Broking (Hong Kong) Limited,AGH168,LAU Joseph Han Wai,劉恆瑋,"2,5"
AAB027,J.P. Morgan Broking (Hong Kong) Limited,AMP291,"LAU On Ching, Desmond",劉安正,"1,2,4,5"
AAB027,J.P. Morgan Broking (Hong Kong) Limited,AJH983,LEE Tony Sai Kuen,李世權,"4,5"
AAB027,J.P. Morgan Broking (Hong Kong) Limited,BJK904,LI Yu-yun,李郁勻,4
AAB027,J.P. Morgan Broking (Hong Kong) Limited,ARD259,MALIK Osman Riaz,,"1,4"
AAB027,J.P. Morgan Broking (Hong Kong) Limited,BCK960,MC KEOWN Darryl Patrick,,"1,2,4,5,7"
AAB027,J.P. Morgan Broking (Hong Kong) Limited,BGQ175,PERRING Sara Louise,,"1,2,4,5"
AAB027,J.P. Morgan Broking (Hong Kong) Limited,AKJ235,PLINER Jason Michael,,"1,2,4,5"
AAB027,J.P. Morgan Broking (Hong Kong) Limited,APA129,STEARN Nicholas Antony,,"2,5"
AAB027,J.P. Morgan Broking (Hong Kong) Limited,BHS917,WILSON Duncan William Palmer,,"1,2,4,5,7"
AAB027,J.P. Morgan Broking (Hong Kong) Limited,BML889,YIP Ping Hang,葉秉恒,"2,5"
ABF735,Joincap Capital Limited,AEN773,FUNG Siu Hung,馮兆鴻,"1,4,9"
ABF735,Joincap Capital Limited,BRQ426,WANG Ziteng,王子騰,"1,4,9"
ABF735,Joincap Capital Limited,BWH400,XUE Jiehao,薛杰浩,"1,4,9"
ABW380,JS Cresvale Securities International Limited,AQR042,"LAW Ching Yee, Carol",羅靜怡,1
ABW380,JS Cresvale Securities International Limited,BGU789,WEI I Yen,魏亦言,"1,4"
ABW380,JS Cresvale Securities International Limited,BDC888,YU Tai Lung,于大龍,"1,4"
AEP547,JK Capital Management Limited,AYA765,"DHAMELINCOURT Guillaume, Philippe, Antoine, Marie",,1
AEP547,JK Capital Management Limited,ADH055,JACOB Fabrice Christian,,"1,4,9"
AEP547,JK Capital Management Limited,AOC886,REN Hui,任蕙,"1,4,9"
AFQ881,JVSakk Asia Limited,AJD776,TSUI Kenny,徐成,1
AFQ881,JVSakk Asia Limited,AJY011,"WONG Cheuk Fai, Albert",黃卓徽,1
AFW005,Janus Henderson Investors Hong Kong Limited,BBZ006,HENDRY Andrew Peter,,"1,4"
AFW005,Janus Henderson Investors Hong Kong Limited,BFP707,"JOESON Hei-Man, Stephanie",周希敏,"1,4"
AFW005,Janus Henderson Investors Hong Kong Limited,BEX428,ZIVKOVIC Dusan,,"1,4"
AHT876,JW Capital Securities Limited,AJL916,"CHAN Hue Ying, Irene",陳曉盈,"4,9"
AHT876,JW Capital Securities Limited,BDJ762,OW Dennis Kian Jing,歐建仁,6
AHT876,JW Capital Securities Limited,BMO081,SETO Kin Yan Roy,司徒健欣,"4,9"
ARD921,JQ Fund Management Limited,BRY920,CHEN Wei,陈伟,9
ARD921,JQ Fund Management Limited,AIZ252,DING Xuebing,丁學兵,"4,9"
ARD921,JQ Fund Management Limited,ACN841,GUAN Shan,關山,"4,9"
ARD921,JQ Fund Management Limited,BGQ271,WU Tao,吳濤,"4,9"
ARB153,JVSakk Asset Management Limited,BBF386,CHEUNG Man Sum,張文森,9
ARB153,JVSakk Asset Management Limited,AJD776,TSUI Kenny,徐成,"4,9"
ARB153,JVSakk Asset Management Limited,AJY011,"WONG Cheuk Fai, Albert",黃卓徽,"4,9"
ARB153,JVSakk Asset Management Limited,BBQ435,WONG Justin Kai-wei,王凱緯,9
ARB153,JVSakk Asset Management Limited,AYI434,WONG Yau Ming,王祐明,9
ATS849,Janchor Partners Limited,ANT571,HO John Chi On,何志安,9
ATS849,Janchor Partners Limited,APV981,HONG Anita Man-wai,洪文慧,9
ATS849,Janchor Partners Limited,AIG162,LI Shen,李申,9
AXC383,JW Capital Limited,AGL771,"WAT Ka Fai, Joshua",屈家輝,9
AXC383,JW Capital Limited,AXC384,YIP Yan,葉欣,9
BEN846,Joyful Capital HK Limited,BEV149,MARTIRANI Massimiliano,,"4,9"
BEN846,Joyful Capital HK Limited,BWM089,SUN Shaowei,孫少偉,"4,9"
BEN846,Joyful Capital HK Limited,ACS469,"WONG Hoi Hung, Horace",黃海洪,"4,9"
BHQ048,Jinde Asset Management (Hong Kong) Limited,BPL988,GAI Chunyang,蓋春楊,9
BHQ048,Jinde Asset Management (Hong Kong) Limited,BHQ354,WANG Lifeng,王立峰,9
BJR201,JT Capital Asset Management Limited,ABZ222,LO Kai Ngai,羅啟藝,"4,9"
BJR201,JT Capital Asset Management Limited,AGY049,"TSANG Yim Fan, Josephine",曾艷芬,"4,9"
BKK610,Jakota Asset Management Limited,ANQ975,AU Kin Tak,區建德,9
BKK610,Jakota Asset Management Limited,AVH672,FUNG Wing Yee,馮穎怡,9
BKY761,Juno Capital Management Limited,APH954,HUANG Chaoyin,黃朝寅,"1,4,9"
BKY761,Juno Capital Management Limited,AOR521,LEE Ka Yee,李嘉怡,"1,4,9"
BLF248,JQ Securities (Hong Kong) Limited,AQX035,QIU Kang,仇康,"1,4,9"
BLF248,JQ Securities (Hong Kong) Limited,BXO260,WANG Meng,王萌,"1,4"
BLF248,JQ Securities (Hong Kong) Limited,ANV050,YUEN Ka Leung,袁家樑,"1,4,9"
BLO835,Jeneration Capital Advisors (Hong Kong) Limited,AGJ430,"HO Ching Wing, Vincent",何正永,9
BLO835,Jeneration Capital Advisors (Hong Kong) Limited,ATO643,PENG Andy Xihui,彭喜輝,9
BLO835,Jeneration Capital Advisors (Hong Kong) Limited,BLP942,ZHANG Ziquan,張自權,9
BMI868,Jasper Capital Hong Kong Limited ,BNS463,POLLOCK Benjamin Pierce,,"4,9"
BMI868,Jasper Capital Hong Kong Limited ,BTX939,WENG Ya,翁雅,"4,9"
BMI868,Jasper Capital Hong Kong Limited ,BOO616,YE Peng,葉鵬,"4,9"
BMR281,JMC Capital HK Limited,AWZ157,CHAN Yik Fan,陳奕帆,"1,4,9"
BMR281,JMC Capital HK Limited,AGC467,CHANG Steve Deh-Mo,張德懋,"1,4,9"
BMR281,JMC Capital HK Limited,ATS068,CHOI Chun Ning,蔡鎮寧,"1,4,9"
BMR281,JMC Capital HK Limited,BNL407,LEE Tak Law,李德羅,"1,4,9"
BMR281,JMC Capital HK Limited,BNO568,TANG Lanqu,唐蘭曲,"1,4,9"
BMR281,JMC Capital HK Limited,BPJ140,ZHOU Yang,周洋,"1,4,9"
BNN794,JT International Financial Limited,BON843,HUANG Weimiao,黄苇苗,"4,9"
BNN794,JT International Financial Limited,ARQ789,TSOI Ping Hing,蔡炳馨,"4,9"
BOK354,Jinluo Securities Limited,AGH815,FU Yiu Hang,傅耀衡,"1,4,9"
BOK354,Jinluo Securities Limited,ASS916,LEI Zhongren,雷忠仁,"1,4,9"
BOS693,J-Stone Capital Limited,AQS811,GAO Jianfeng,高劍鋒,"4,9"
BOS693,J-Stone Capital Limited,AXK884,GUO Xianguang,郭賢光,"4,9"
BOS693,J-Stone Capital Limited,BGA855,ZHENG Wentao,鄭文濤,"4,9"
BOX085,Jupiter Research Capital (Asia) Limited,BWY577,KE Yifeng,柯懿峰,9
BOX085,Jupiter Research Capital (Asia) Limited,ARH429,LU Yan,陸彥,9
BOX085,Jupiter Research Capital (Asia) Limited,BUB154,WANG Bingrong,王炳融,9
BPT399,Juniper Capital Limited,BHY626,LAM Chi Ho,林志豪,"4,9"
BPT399,Juniper Capital Limited,ATO773,"WONG Chin Hung, Cyrus",黃展鴻,"4,9"
BQC933,JQ Investments (HK) Limited,AXD889,CHAN Wai,陳威,4
BQC933,JQ Investments (HK) Limited,ANM032,CHENG Kong Wai,鄭江偉,"1,4,9"
BQC933,JQ Investments (HK) Limited,BKM101,CHUNG Tsun Kee,鍾浚棋,1
BQC933,JQ Investments (HK) Limited,BRH081,DENG Xiaotian,邓啸天,"4,9"
BQC933,JQ Investments (HK) Limited,APK784,HUNG Ho Lam,孔皓霖,"1,4,9"
BQF108,Joy Rich Asset Management Company Limited,AUC924,LAM Tze Lok,林子樂,9
BQF108,Joy Rich Asset Management Company Limited,ASZ252,"LAU Ning Fung, Roland",劉寧鋒,9
BQL065,Jone Portman Limited,AUT166,LEUNG Yu Hang,梁宇恆,"4,5,9"
BQL065,Jone Portman Limited,AJI652,LEW Samson Andrew Sze Sing,廖思聖,"4,9"
BQW089,JA Securities Limited,BQW090,LIU Xiaodong,劉小東,"1,4,9"
BQW089,JA Securities Limited,BSJ550,TIAN Lingjuan,田玲娟,"1,4,9"
BQW089,JA Securities Limited,BFC736,TSANG Kwong Hing,曾廣慶,"1,4,9"
BRH667,Jade Tee Capital Limited,BUH924,QI Yuji,齊雨霽,"4,9"
BRH667,Jade Tee Capital Limited,BUH878,TIAN Ye,田野,"4,9"
BRW210,Jin Yi Financial Group Limited,AAF803,LEE Kin Chung Simon,李建中,"4,9"
BRW210,Jin Yi Financial Group Limited,BRW411,"NG Yuk Naat, Alex",吳旭鈉,"1,2,4,5,9"
BRW210,Jin Yi Financial Group Limited,ABH754,"WAN Ngar Yin, David",溫雅言,"1,2,4,5,9"
BRW210,Jin Yi Financial Group Limited,AFO320,"WONG Kwok Keung, Lawrence",黃國強,"1,2,4,5,9"
BSC859,Junxin Capital Management Limited,BPM951,FENG Chaofeng,馮超峰,"4,9"
BSC859,Junxin Capital Management Limited,ATN988,LEE Tsz Hin,李子軒,"4,9"
BTK725,JinGe Asset Management (HK) Limited,BTK726,XU MIAOTIAN,許妙甜,9
BTK725,JinGe Asset Management (HK) Limited,BTK729,ZHANG XIANGHUA,張相華,9
BTR975,Jingan Asset Management (Hong Kong) Company Limited,BGJ115,TSANG King Wa,曾勁華,"4,9"
BTR975,Jingan Asset Management (Hong Kong) Company Limited,BTR980,WANG Jiahao,王家豪,"4,9"
BTR975,Jingan Asset Management (Hong Kong) Company Limited,BUK880,ZHOU Jiongdao,周炯道,"4,9"
BUA119,JAKK Capital Management Limited,BJC177,AU Miu Ting,區妙婷,"4,9"
BUA119,JAKK Capital Management Limited,BIN722,CHEN Liushan,陳柳山,"4,9"
BUA119,JAKK Capital Management Limited,ANW753,LAU Hang Cheong,劉恒昌,"4,9"
BUT894,JOY ASSET MANAGEMENT LIMITED,BUT895,LIU Yu,劉宇,"4,9"
BUT894,JOY ASSET MANAGEMENT LIMITED,BUT897,QIAN Yu,錢玉,"4,9"
BUV172,Jain Global (Hong Kong) Limited,AMG968,KELLIE-SMITH Sam Anthony,,"1,2,9"
BUV172,Jain Global (Hong Kong) Limited,BDF560,LIM Joanne Yue Shan,林悅珊,"1,2"
BUV172,Jain Global (Hong Kong) Limited,APG515,THATCHER Mark Anthony,戴卓爾,9
BUS591,JIUZE Capital Management Limited,BXQ816,WANG Fang,王芳,"4,9"
BUS591,JIUZE Capital Management Limited,BWR473,XU Wanzhang,徐万章,"4,9"
BVB274,Jadewell Family Office Limited,ADJ673,"IP Ming Chung, Terry",葉銘忠,"4,9"
BVB274,Jadewell Family Office Limited,ARN735,YU Yin,俞穎,"4,9"
BVI084,JINSHI ASSET MANAGEMENT LIMITED,ABH271,"CHUNG Kam Wah, Alden",鍾金華,"1,4,9"
BVI084,JINSHI ASSET MANAGEMENT LIMITED,AUA445,"TAM Yuen Lam, Angela",譚菀霖,"1,4,9"
BVK395,Jiangquan Securities Company Limited,BNR541,CHEN Xiaofang,陳小芳,"1,4,9"
BVK395,Jiangquan Securities Company Limited,BXL966,FENG Shu,馮 姝,"1,4,9"
BVK395,Jiangquan Securities Company Limited,BVK396,YUAN Li,袁麗,"1,4,9"
BVS167,Jinpu International Securities Limited,APQ512,CHAN Kai Chun,陳啟俊,"1,4,9"
BVS167,Jinpu International Securities Limited,BBD859,TSE Ming Pong,謝明邦,"1,4,9"
BVW952,"JINGXIN INTERNATIONAL FINANCIAL GROUP CO., LIMITED",AAZ110,LEE Che Chiu,李志超,"1,4,9"
BVW952,"JINGXIN INTERNATIONAL FINANCIAL GROUP CO., LIMITED",BKG044,WONG Ching Leung,黃程亮,"1,4,9"
BWB157,Jing Pu Capital Limited,ABA474,AU-YEUNG Kam Kay,歐陽錦基,"4,9"
BWB157,Jing Pu Capital Limited,AQS185,QI Jue,齊覺,"4,9"
BWB157,Jing Pu Capital Limited,BHX791,TSOI Gary Ka Ming,蔡家皿,"4,9"
AAE052,Kwai Hung Securities Company Limited,AAE047,"CHAN Siu Lam, Donald",陳兆霖,1
AAE271,Kwan Yick Securities (International) Limited,AAE182,LEE Kai Yan,李棨仁,1
AAE271,Kwan Yick Securities (International) Limited,AFX332,"LEE Wan Man, Mandy",李頴文,1
AAK738,King Sun Securities Limited,AAK733,"CHAU Koan Hung, Ringo",周冠雄,"1,4,9"
AAK738,King Sun Securities Limited,APW679,FUNG Chi Wai,馮梓維,"1,4,9"
AAU948,KuCoin HK Limited,AHU361,YEUNG Siu Yung,,"1,4"
AAW619,Kwong Fat Hong (Securities) Limited,AAG104,"CHAM Yau Hing, Florence",湛祐馨,1
AAW619,Kwong Fat Hong (Securities) Limited,AAG185,"CHAM Yau Tong, Arthur",湛祐棠,1
AAW619,Kwong Fat Hong (Securities) Limited,BEM510,"LO Wai Ying, Wendy",羅惠英,1
AAX632,Karl-Thomson Commodities Company Limited,ABF811,LAW King Yan,羅景仁,2
AAX632,Karl-Thomson Commodities Company Limited,AAA205,NAM Kwok Lun,藍國倫,2
AAX632,Karl-Thomson Commodities Company Limited,AAA677,SUNG Wing Yiu,宋榮耀,2
AAZ082,Kingston Futures Limited,ABH489,CHU Nicholas Yuk-yui,朱沃裕,2
AAZ082,Kingston Futures Limited,AEH894,"WONG Hip Keung, Jimmy",黃協強,2
ABL789,Kingston Securities Limited,APR382,CHAN Ka Ho,陳家豪,1
ABL789,Kingston Securities Limited,ABH489,CHU Nicholas Yuk-yui,朱沃裕,1
ABL789,Kingston Securities Limited,AEH894,"WONG Hip Keung, Jimmy",黃協強,1
ABT487,Kaiser Securities Limited,AZJ124,"CHOY Ka Man, Stanley",蔡嘉文,1
ABT487,Kaiser Securities Limited,AOR257,"CHU Chun Hung, Frederick",朱俊雄,1
ABT487,Kaiser Securities Limited,BFR586,SHEK Sai Lok Edmond,石世諾,1
ACB578,Kingsway Capital Limited,AAG625,"LEUNG Chin Sing, Rabo",梁展勝,6
ACB578,Kingsway Capital Limited,ADR744,"SIT Kar Kin, Kenneth",薛家鍵,6
ACB578,Kingsway Capital Limited,BCD636,WAN Kwong Ming,溫光明,6
ACB578,Kingsway Capital Limited,AEI412,WONG Karen,黃嘉倫,6
ACE607,Karl-Thomson Securities Company Limited,ABF767,CHAN Dao Chong,陳道庄,1
ACE607,Karl-Thomson Securities Company Limited,ABO665,CHAN Lap Kwan,陳立群,"1,9"
ACE607,Karl-Thomson Securities Company Limited,AAA205,NAM Kwok Lun,藍國倫,"1,9"
ACE607,Karl-Thomson Securities Company Limited,AAA677,SUNG Wing Yiu,宋榮耀,"1,9"
ACN420,Kee Cheong Securities Company Limited,ACR820,CHUNG Yuk Wah,鍾沃華,1
ACN420,Kee Cheong Securities Company Limited,ABG458,CHUNG Yuk Wing,鍾煜榮,1
ACS441,Kwok Hing Securities Limited,AAB216,TSE Siu Ha,謝筱霞,1
ACS441,Kwok Hing Securities Limited,ATO950,YEUNG Hiu Ming,楊曉明,1
ADA959,Karford Securities Limited,AAI155,CHAN Wing Kee,陳榮基,"1,4"
ADA959,Karford Securities Limited,ABL513,CHANG Shu Lan,鄭淑蘭,"1,4"
ADB079,Kaiser Futures Limited,AZJ124,"CHOY Ka Man, Stanley",蔡嘉文,2
ADB079,Kaiser Futures Limited,AOR257,"CHU Chun Hung, Frederick",朱俊雄,2
ADB079,Kaiser Futures Limited,ABY691,KWONG Dak Shing,鄺德成,2
ADB079,Kaiser Futures Limited,BFR586,SHEK Sai Lok Edmond,石世諾,2
ADF346,Kingsway Financial Services Group Limited,ANQ431,CHAN Kwok Keung,陳國強,9
ADF346,Kingsway Financial Services Group Limited,AED573,"CHEUNG Chi Hong, Aman",張子康,1
ADF346,Kingsway Financial Services Group Limited,ANW418,CHEUNG Wing Sze,張詠詩,"1,2"
ADF346,Kingsway Financial Services Group Limited,ADF755,CHOI Koon Ming,蔡冠明,1
ADF346,Kingsway Financial Services Group Limited,BDK122,CHUNG Kim Wah,鍾儉樺,9
ADF346,Kingsway Financial Services Group Limited,ALU159,LAI Vincent Wai Shun,賴偉舜,"1,4,9"
ADF346,Kingsway Financial Services Group Limited,AGH865,LEE Sam Hon Fan,李漢勳,1
ADF346,Kingsway Financial Services Group Limited,ABC751,LEE Yee Yan,李綺恩,"1,2"
ADF346,Kingsway Financial Services Group Limited,AAG625,"LEUNG Chin Sing, Rabo",梁展勝,1
ADF346,Kingsway Financial Services Group Limited,ACH553,NG Edward Kwan-Mang,,"4,9"
ADF346,Kingsway Financial Services Group Limited,AGO599,SO Man Hong,蘇文康,"1,2"
ADF346,Kingsway Financial Services Group Limited,ADV962,"WONG Horg Wang, Howard",王學宏,4
ADF346,Kingsway Financial Services Group Limited,AEI412,WONG Karen,黃嘉倫,1
ADT039,KGI Capital Asia Limited,ABN376,LEE Siu Lun,李兆麟,"1,4"
ADT039,KGI Capital Asia Limited,ABR276,WONG Hoe Choon Reddy,黃浩泉,"1,4"
ADT913,Kingsway SW Asset Management Limited,ADZ739,"CHAN Choi Ming, Diana",陳彩明,9
ADT913,Kingsway SW Asset Management Limited,ANQ431,CHAN Kwok Keung,陳國強,9
ADT913,Kingsway SW Asset Management Limited,BDK122,CHUNG Kim Wah,鍾儉樺,9
ADT913,Kingsway SW Asset Management Limited,ALU159,LAI Vincent Wai Shun,賴偉舜,9
ADT913,Kingsway SW Asset Management Limited,ACH553,NG Edward Kwan-Mang,,9
ADV911,Kam Fai Securities Company Limited,AAX408,CHAN Chee Keung,陳志強,1
ADV911,Kam Fai Securities Company Limited,AAH730,CHEUNG Chui Man,張翠敏,1
ADV911,Kam Fai Securities Company Limited,AVC366,CHEUNG Ming Yeung,張銘洋,1
ADV911,Kam Fai Securities Company Limited,AEF071,CHOY Soo Mee,蔡素美,1
ADV911,Kam Fai Securities Company Limited,AAH737,"MA Po Kuk, Vicky",馬寶菊,1
ADW536,KB Securities Hong Kong Limited,BBQ418,LEE Jung Ho,,"1,4"
ADW536,KB Securities Hong Kong Limited,BUL352,LEE Jungbin,李正彬,"1,4,6"
ADW536,KB Securities Hong Kong Limited,BQO721,PARK Jae Hyung,,"1,4,6"
ADW536,KB Securities Hong Kong Limited,BBP117,PARK Sang Jun,朴相俊,"1,6"
AED807,Korea Investment & Securities Asia Limited,AYP118,CHEUNG Yee Ching,張以正,2
AED807,Korea Investment & Securities Asia Limited,BBR460,KIM Gregory Byung Kuan,,"1,4"
AED807,Korea Investment & Securities Asia Limited,BBZ053,KWON Namhyeop,權南協,"1,2,4"
AED807,Korea Investment & Securities Asia Limited,BXF681,LIM Kyung Joon,,"1,2,4"
AED807,Korea Investment & Securities Asia Limited,BAU892,SEO Jangwon,徐章源,"1,4"
ADW991,KGI Futures (Hong Kong) Limited,AER304,CHENG Chung Han,鄭仲嫺,2
ADW991,KGI Futures (Hong Kong) Limited,ACQ030,"CHEUNG Cho Shing, Joseph",張祖成,2
ADW991,KGI Futures (Hong Kong) Limited,AWI843,CHUNG Yee Ling,鍾綺靈,2
ADW991,KGI Futures (Hong Kong) Limited,BAZ948,KWAN Hiu Fai,關曉暉,2
ADW991,KGI Futures (Hong Kong) Limited,ADZ808,LAU Hung Chuen,劉洪泉,"2,5"
ADW991,KGI Futures (Hong Kong) Limited,AAB973,LAW Man Sang,羅文生,"2,5"
ADW991,KGI Futures (Hong Kong) Limited,ABZ888,LEE Man Sik,李文軾,"2,5"
ADW991,KGI Futures (Hong Kong) Limited,ABN376,LEE Siu Lun,李兆麟,"2,5"
ADW991,KGI Futures (Hong Kong) Limited,BJY415,LEE Trevor Nicholas Chin Hong,李俊亨,2
ADW991,KGI Futures (Hong Kong) Limited,ANM627,LEUNG Wing Lam,梁永林,2
ADW991,KGI Futures (Hong Kong) Limited,ASP812,"ONG Seng Ken, Kenny",王聲健,2
ADW991,KGI Futures (Hong Kong) Limited,AUC296,POON Wing Leung,潘永亮,2
ADW991,KGI Futures (Hong Kong) Limited,ADB652,"SIU So Fun, Sendy",蕭素芬,2
ADW991,KGI Futures (Hong Kong) Limited,BEI396,TAM Wai Lun,譚偉倫,2
ADW991,KGI Futures (Hong Kong) Limited,ABR276,WONG Hoe Choon Reddy,黃浩泉,"2,5"
ADW991,KGI Futures (Hong Kong) Limited,ACP677,"WONG Siu Ping, Betty",黃小萍,2
ADW991,KGI Futures (Hong Kong) Limited,AMS819,YIP Ho Yin,葉浩賢,2
AEM925,Kam Luen Securities Limited,BJL228,LIAO Lei,廖磊,"1,4,9"
AEM925,Kam Luen Securities Limited,BGK625,WANG Xiao,汪霄,"1,4,9"
AEM925,Kam Luen Securities Limited,AOS437,WU Xiao,吳筱,"1,4,9"
AEN441,KGI Asset Management Limited,AWC705,CHEUNG Chi Lok,張熾樂,9
AEN441,KGI Asset Management Limited,BRH096,DUAN Zhijian,段之鍵,9
AEN441,KGI Asset Management Limited,ADZ808,LAU Hung Chuen,劉洪泉,"4,9"
AEN441,KGI Asset Management Limited,AAB973,LAW Man Sang,羅文生,9
AEN441,KGI Asset Management Limited,ABZ888,LEE Man Sik,李文軾,9
AEN441,KGI Asset Management Limited,ABR276,WONG Hoe Choon Reddy,黃浩泉,"4,9"
AGG778,KCG Securities Asia Limited,AGW616,LAU Hing Bun,劉慶斌,6
AGG778,KCG Securities Asia Limited,ADH991,PANG Keng Chan,彭鏡塵,"1,4,6,9"
AGG778,KCG Securities Asia Limited,BPL206,PENG Luyuan,彭鹿原,"1,4,9"
AGG778,KCG Securities Asia Limited,BFL265,WEN Chen,文宸,"1,4,9"
AHA296,KuCoin Commodity Futures Limited,AHU361,YEUNG Siu Yung,,"2,5"
AHF764,Karl Thomson Investment Consultants Limited,AAA205,NAM Kwok Lun,藍國倫,"4,9"
AHF764,Karl Thomson Investment Consultants Limited,AAA677,SUNG Wing Yiu,宋榮耀,"4,9"
AOB738,Keywise Capital Management (HK) Limited,ALR984,SHAM Wo Kwan,沈和昆,"4,9"
AOB738,Keywise Capital Management (HK) Limited,AYY227,XIONG Kai,熊愷,"4,9"
AOB738,Keywise Capital Management (HK) Limited,AOB740,ZHENG Fang,鄭方,"4,9"
AOR317,KCG Fund Management Limited,ADH991,PANG Keng Chan,彭鏡塵,"4,9"
AOR317,KCG Fund Management Limited,BFL265,WEN Chen,文宸,"4,9"
AQE519,KBR Fund Management Limited,BFK744,CHAN Yat Keung,陳日強,"4,9"
AQE519,KBR Fund Management Limited,AFB219,"CHAN Yau Ching, Bob",陳友正,"4,9"
AQE519,KBR Fund Management Limited,ARE183,WANG Xionghui,王雄輝,"4,9"
AQE519,KBR Fund Management Limited,AXC562,"YEUNG LEUNG Yuen Fun, Monica",楊梁婉芬,"4,9"
ASY362,KKR Capital Markets Asia Limited,AWE392,PAN Dengzhao,潘登釗,9
ASY362,KKR Capital Markets Asia Limited,BDO963,RAPOSIO Diane,,"1,4,9"
ASY362,KKR Capital Markets Asia Limited,AFZ874,RICHDALE Kate Gaskell,,"1,4,9"
ASY362,KKR Capital Markets Asia Limited,AYC599,YIN Haining,殷海寧,"1,4,9"
ARI208,Kingdom Investment Managers Limited,BNI687,PANG Wing Yan,彭泳恩,"4,9"
ARI208,Kingdom Investment Managers Limited,AAJ268,POON To Sing,潘道成,"4,9"
ATY278,Kriya Capital Limited,AJO022,BARNARD Gawain Meredith,,9
ATY278,Kriya Capital Limited,AQE074,COATES Michael Stuart,,9
AVO785,KEC Capital Company Limited,APN792,ALBERGO Christopher John,,"4,9"
AVO785,KEC Capital Company Limited,AOU141,CHAN Siu Kuen,陳紹權,"4,9"
AVO785,KEC Capital Company Limited,AEV789,"WONG Yi Dung, Eden",黃以東,"4,9"
AVV371,Koi Investment Partners International Limited,AVV379,"CHEUNG Wing Lok, Kenny",張永樂,9
AVV371,Koi Investment Partners International Limited,AYV478,"KWONG Bing Ki, Thomas",鄺秉基,9
AXP605,KTF Capital Management Limited,BHK605,LI Jie,李杰,"4,9"
AXP605,KTF Capital Management Limited,AXP609,ZHANG Jie,張捷,"4,9"
BCW433,Kontiki Capital Management (HK) Limited,AUH701,HEJE Gregard Knutsoen,,9
BCW433,Kontiki Capital Management (HK) Limited,BJJ279,LANDGRAFF Erik Wilson,,9
BDI531,King Tower Asset Management Company Limited,BEN080,HON Ka Yi,韓珈誼,9
BDI531,King Tower Asset Management Company Limited,BDH059,ZHANG Yingbiao,張英飈,9
BEC992,Kingstone International Advisors Limited,BRQ645,SHIN Tetsuro,進哲郎,"1,4,9"
BEC992,Kingstone International Advisors Limited,AIL393,SHUM Shan Mui,沈珊梅,"1,4,9"
BFD156,Kaisa Asset Management Limited,BOW989,FENG Jie,馮杰,9
BFD156,Kaisa Asset Management Limited,ART905,"LAW Ming Yiu, Felix",羅明耀,"4,9"
BFW688,Kaiser Capital Management Limited,AZJ124,"CHOY Ka Man, Stanley",蔡嘉文,4
BFW688,Kaiser Capital Management Limited,AOR257,"CHU Chun Hung, Frederick",朱俊雄,"4,9"
BFW688,Kaiser Capital Management Limited,ABY691,KWONG Dak Shing,鄺德成,9
BFW688,Kaiser Capital Management Limited,BFR586,SHEK Sai Lok Edmond,石世諾,9
BGG693,Kin Bridge Capital Limited,AJN374,HO Ying Chih,何英志,9
BGG693,Kin Bridge Capital Limited,AAA803,HUI Pik Yung,許碧容,9
BGQ802,KEYSTONE CAPITAL LIMITED,AWV321,CHAN Tak Chiu,陳德翹,"1,4,9"
BGQ802,KEYSTONE CAPITAL LIMITED,BDM050,LEW Cheuk Ning,劉卓寧,"1,4,9"
BGQ802,KEYSTONE CAPITAL LIMITED,BHU614,NG Yee Ki Aiki,吳綺琪,"1,4,9"
BGQ802,KEYSTONE CAPITAL LIMITED,BBF653,SIU Wing Kin,蕭榮堅,"1,4,9"
BGX384,KuCoin Asset Management Limited,AHU361,YEUNG Siu Yung,,9
BHC102,Kai Yin Securities Limited,ARI557,LEUNG Yan Kin,梁恩健,"1,4,9"
BHC102,Kai Yin Securities Limited,ARH348,TANG Thomas Yaw Fay,鄧耀輝,"1,4,9"
