corp_ceref,corp_name,ro_ceref,ro_full_name,ro_first_short,ro_first_full,ro_last,ro_name_chi,ro_ra_types
BFD030,Hao Advisors Management Limited,BDI780,ZHANG Hao,Hao,Hao,Zhang,張昊,9
BFN327,Holborn Limited,AEC527,JONES Richard Evan,Richard Evan,Richard Evan,Jones,,"4,9"
BFN327,Holborn Limited,BTV642,MILLER Greg,Greg,Greg,Miller,,"4,9"
BFD808,"Hedgestone Capital Group (H.K.) Co., Limited",AQT278,NI Yiru,Yiru,Yiru,Ni,倪熠如,"4,9"
BFD808,"Hedgestone Capital Group (H.K.) Co., Limited",AYV440,WONG Lam Wai,Lam Wai,Lam Wai,Wong,黃霖偉,"4,9"
BFS013,Harvest Global Capital Investments Limited,BDK826,CHEN Di,Di,Di,Chen,陳滌,"1,4,9"
BFS013,Harvest Global Capital Investments Limited,BNL142,LI Jiewei,Jiewei,Jiewei,Li,李劼偉,"1,4,9"
BFX092,HD Capital Limited,AHF673,WANG Yeqing,Yeqing,Yeqing,Wang,王叶青,9
BFX092,HD Capital Limited,BNP604,ZHANG Tuofu,Tuofu,Tuofu,Zhang,張拓夫,9
BGH282,Hong Kong Metasequoia Capital Management Limited,AYI934,CHEN Zhenzhen,Zhenzhen,Zhenzhen,Chen,陳臻臻,"4,9"
BGH282,Hong Kong Metasequoia Capital Management Limited,ANB735,LIN Peicong,Peicong,Peicong,Lin,林培聰,"4,9"
BHD619,Hong Kong Broad Capital Limited,BFE152,CHENG Ka Lam,Ka Lam,Ka Lam,Cheng,鄭嘉琳,"4,9"
BHD619,Hong Kong Broad Capital Limited,BOS539,PONG Wing In,Wing In,Wing In,Pong,龐穎妍,"4,9"
BHF981,Harmony Capital Global Asset Management Limited,BLV227,WANG Can,Can,Can,Wang,王灿,"4,9"
BHF981,Harmony Capital Global Asset Management Limited,AMF173,XU Tao,Tao,Tao,Xu,許韜,"4,9"
BHP076,Hao Tian Asset Management Limited,AKO943,LAM Chi Shing,Chi Shing,Chi Shing,Lam,林志成,"4,9"
BHP076,Hao Tian Asset Management Limited,BCE950,ZHOU Silong,Silong,Silong,Zhou,周斯龍,"4,9"
BHP338,HGC Investment Management (HK) Limited,ACO109,KWAN Bo Ren,Bo Ren,Bo Ren,Kwan,關博仁,"1,4,9"
BHP338,HGC Investment Management (HK) Limited,AIU473,LAU Yin Wing,Yin Wing,Yin Wing,Lau,劉燕穎,"1,4,9"
BHU903,"HPS Investment Partners (HK), Limited",BXA039,WHITE Nicholas Andrew,Nicholas,Nicholas Andrew,White,,1
BHU903,"HPS Investment Partners (HK), Limited",ALL103,"WONG Hak Wing, Valerie",Valerie,Hak Wing,Wong,王克穎,1
BHY994,Holly International Asset Management Company Limited,BTG446,JI Lin,Lin,Lin,Ji,季霖,"4,9"
BHY994,Holly International Asset Management Company Limited,BDT789,KWOK Hon Pan,Hon Pan,Hon Pan,Kwok,郭漢彬,"4,9"
BHY994,Holly International Asset Management Company Limited,BAP836,XIANG Xi,Xi,Xi,Xiang,向曦,"4,9"
BIK042,Hummingbird Partners Limited,AVS903,"LIM Shiyun, Michelle",Michelle,Shiyun,Lim,林詩筠,9
BIK042,Hummingbird Partners Limited,ARG279,Wong Yu Lung,Wong Yu,Wong Yu,Lung,黃裕龍,9
BIT752,Hammer Capital Asset Management Limited,AGD973,CHEUNG Siu Fai,Siu Fai,Siu Fai,Cheung,張少輝,"4,9"
BIT752,Hammer Capital Asset Management Limited,BJZ480,CHOW Wah Hung,Wah Hung,Wah Hung,Chow,周華鴻,"4,9"
BJC173,Heavenly Wealth Management Limited,BSR165,CHAN Kam Kong Kenneth,Kam,Kam Kong Kenneth,Chan,陳錦光,"1,4,9"
BJC173,Heavenly Wealth Management Limited,BBQ754,SHUM Yin Sheung,Yin Sheung,Yin Sheung,Shum,岑燕嫦,"1,4,9"
BJC173,Heavenly Wealth Management Limited,BCG393,"WONG Lai Sheung, Barbara",Barbara,Lai Sheung,Wong,黃麗雙,"1,4,9"
BJD406,Hang Tai Asset Management Limited,ADB712,"HUI Chi Kit, Daniel",Daniel,Chi Kit,Hui,許志傑,"4,9"
BJD406,Hang Tai Asset Management Limited,BJN322,WANG Qi,Qi,Qi,Wang,王琦,"4,9"
BJI408,HK Cai Fu Ju Asset Management Limited,BQH112,CHOW Chun Yu,Chun Yu,Chun Yu,Chow,周俊羽,9
BJI408,HK Cai Fu Ju Asset Management Limited,APZ779,"LAI Wing Tai, Victor",Victor,Wing Tai,Lai,黎榮泰,9
BJI408,HK Cai Fu Ju Asset Management Limited,BLP358,ZHANG Liuying,Liuying,Liuying,Zhang,,9
BJK437,Hong Tai Securities Limited,BAY064,CHAN Ka Kit,Ka Kit,Ka Kit,Chan,陳家傑,"1,4,9"
BJK437,Hong Tai Securities Limited,BKA428,DAI Li,Li,Li,Dai,戴力,"1,4,9"
BJK437,Hong Tai Securities Limited,BNH459,GAO Wei,Wei,Wei,Gao,高薇,"1,4,9"
BJK437,Hong Tai Securities Limited,BNF270,SHEN Yanjie,Yanjie,Yanjie,Shen,沈燕婕,"1,4,9"
BJR948,Howbuy Hong Kong Limited,BJT985,CHAN Kam Wah,Kam Wah,Kam Wah,Chan,陳金華,"1,4"
BJR948,Howbuy Hong Kong Limited,BJT421,TSENG Heng Wen,Heng Wen,Heng Wen,Tseng,曾衡文,"1,4,9"
BJR948,Howbuy Hong Kong Limited,BPB286,TU Chien Liang,Chien,Chien Liang,Tu,涂見良,"1,4"
BJR948,Howbuy Hong Kong Limited,BJT460,ZHANG Ru,Ru,Ru,Zhang,張茹,"1,4,9"
BJR948,Howbuy Hong Kong Limited,BRE384,ZHANG XINYU,Xinyu,Xinyu,Zhang,張馨予,"1,4,9"
BKD589,Hope Securities Limited,ANF250,LEUNG Wai Kee,Wai Kee,Wai Kee,Leung,梁慧琪,"1,2,4,5,9"
BKD589,Hope Securities Limited,AQS425,"YAU Tak Lung, Simon",Simon,Tak Lung,Yau,游德隆,"1,2,4,5,9"
BKU365,HMOUNT Asset Management (HK) Limited,BLB709,SHAN Dan,Dan,Dan,Shan,單丹,9
BKU365,HMOUNT Asset Management (HK) Limited,BLB683,TONG Yan,Yan,Yan,Tong,童艷,9
BLI059,Hong Kong Huijin Securities Limited,AKJ254,CHAN Man Li,Man Li,Man Li,Chan,陳文利,"1,2,4,9"
BLI059,Hong Kong Huijin Securities Limited,BUT384,GUO Jinxia ,Jinxia,Jinxia,Guo,郭金霞,"1,2,4,9"
BLI059,Hong Kong Huijin Securities Limited,ADY908,NGAN Chi Po,Chi Po,Chi Po,Ngan,顏志波,"1,2,4,9"
BLM104,Hermitage Capital HK Limited,AXF701,CHANG Hsun,Hsun,Hsun,Chang,張珣,"4,9"
BLM104,Hermitage Capital HK Limited,ARF778,XIANG Yuqiu,Yuqiu,Yuqiu,Xiang,項與秋,"4,9"
BLM104,Hermitage Capital HK Limited,AYQ805,ZHANG Menghan,Menghan,Menghan,Zhang,張夢涵,"4,9"
BLN892,HongKong Yangtze River Asset Management Company Limited,BEX966,WU Lishan,Lishan,Lishan,Wu,吳莉珊,"4,9"
BLN892,HongKong Yangtze River Asset Management Company Limited,BRZ672,YANG Jie,Jie,Jie,Yang,杨杰,"4,9"
BMX919,HUAJIN International Investment Management Limited,BWM116,DENG Yina,Yina,Yina,Deng,鄧譯娜,9
BMX919,HUAJIN International Investment Management Limited,BSI727,YE NING,Ning,Ning,Ye,叶宁,9
BMX919,HUAJIN International Investment Management Limited,ATO858,ZHAO Xinyi,Xinyi,Xinyi,Zhao,趙馨怡,9
BNC350,"Heritvest Wealth Management (Hong Kong) Co., Limited",BXB121,GU Bingze,Bingze,Bingze,Gu,谷秉泽,"4,9"
BNC350,"Heritvest Wealth Management (Hong Kong) Co., Limited",ACO383,"WU Wai Kong, Lawrence",Lawrence,Wai Kong,Wu,胡偉剛,"1,4,9"
BNC350,"Heritvest Wealth Management (Hong Kong) Co., Limited",BOS131,ZHAI Jin,Jin,Jin,Zhai,翟津,"1,4,9"
BNK363,Hectoron Global Capital Management Limited,AJJ615,"CHAN Yuet Hang, Danny",Danny,Yuet Hang,Chan,陳悅恆,"1,4,9"
BNK363,Hectoron Global Capital Management Limited,BRF663,LU Yuedan,Yuedan,Yuedan,Lu,盧月丹,"1,4,9"
BNK363,Hectoron Global Capital Management Limited,BNZ316,PANG Chi Ling,Chi Ling,Chi Ling,Pang,彭志玲,"1,4,9"
BNO076,Huntersay Asset Management Limited,AUW530,CHEUNG Wing Chow,Wing Chow,Wing Chow,Cheung,張永就,"4,9"
BNO076,Huntersay Asset Management Limited,BPQ260,JI ShengLin,Shenglin,Shenglin,Ji,計聖霖,"4,9"
BNO076,Huntersay Asset Management Limited,AFT099,TO Kei Ming,Kei Ming,Kei Ming,To,杜基明,"4,9"
BNN686,Hartford Capital Limited,BXE697,CHEN SIHAN,Sihan,Sihan,Chen,陈思翰,9
BNN686,Hartford Capital Limited,BUC104,SUN Gaobo,Gaobo,Gaobo,Sun,孙高博,9
BNO909,HTF Securities Limited,BOS198,CAO Yu,Yu,Yu,Cao,曹裕,"1,4,9"
BNO909,HTF Securities Limited,AFP892,"LAM Chun, Wilson",Wilson,Chun,Lam,林峻,"1,4,9"
BNO909,HTF Securities Limited,AQI872,"WONG Ka Kin, Michael",Michael,Ka Kin,Wong,黃嘉健,1
BNP575,Hefeng Family Office (Hong Kong) Limited ,BNQ767,LIU Yang,Yang,Yang,Liu,劉洋,"4,9"
BNP575,Hefeng Family Office (Hong Kong) Limited ,AJB414,"PAU Tin Fung, Stephen",Stephen,Tin Fung,Pau,鮑靝鋒,"4,9"
BNP732,Homaer Asset Management Company Limited,BHP147,LI Yeuk Kuen,Yeuk Kuen,Yeuk Kuen,Li,李若權,"4,9"
BNP732,Homaer Asset Management Company Limited,BRW679,YE Chengkun,Chengkun,Chengkun,Ye,葉程坤,"4,9"
BNP732,Homaer Asset Management Company Limited,BTB142,YE Xin,Xin,Xin,Ye,葉鑫,"4,9"
BNP876,"Hope Chain Asset Management Co., Limited",BDE257,HO Man Kit,Man Kit,Man Kit,Ho,何文傑,"4,9"
BNP876,"Hope Chain Asset Management Co., Limited",BUO617,HUI Wing Yan Natalie,Wing,Wing Yan Natalie,Hui,許頴欣,"4,9"
BNP876,"Hope Chain Asset Management Co., Limited",BNQ415,WU Wai Hin,Wai Hin,Wai Hin,Wu,鄔偉軒,"4,9"
BNR600,Hill Ocean Capital Limited,AWY011,"LAI Ming Hon, Justin",Justin,Ming Hon,Lai,黎明瀚,9
BNR600,Hill Ocean Capital Limited,AYJ431,YANG Yong,Yong,Yong,Yang,楊勇,9
BNZ841,HONOR CAPITAL (HK) LIMITED,BGH364,CHAN Sze Chung,Sze Chung,Sze Chung,Chan,陳思聰,"4,9"
BNZ841,HONOR CAPITAL (HK) LIMITED,AQW340,KWAN Ut Hoi,Ut Hoi,Ut Hoi,Kwan,關越海,"4,9"
BOA282,Hung Sing Asset Management Limited,ABZ300,CHEUNG Yik Cho,Yik Cho,Yik Cho,Cheung,張益祖,"4,9"
BOA282,Hung Sing Asset Management Limited,AED874,LAU Siu Ming,Siu Ming,Siu Ming,Lau,劉兆明,"4,9"
BOA282,Hung Sing Asset Management Limited,ANI759,Ng Wai,Ng,Ng,Wai,吳煒,"4,9"
BOA938,"HC International Asset Management Co., Limited",ANY054,"LI Shuk Wa, Vivian",Vivian,Shuk Wa,Li,李淑華,"4,9"
BOA938,"HC International Asset Management Co., Limited",BOB078,LI Yanting,Yanting,Yanting,Li,李燕婷,"4,9"
BOB497,Hereditas Capital Management (Asia) Limited,BOT954,CHIU Long Ying Edith,Long,Long Ying Edith,Chiu,招朗盈,"4,9"
BOB497,Hereditas Capital Management (Asia) Limited,ACN914,"ZHANG Yi, Kevin",Kevin,Yi,Zhang,張奕,"4,9"
BOC087,Homily Worldwide Securities Company Limited,ADN450,CHAN Angie,Angie,Angie,Chan,陳安芝,"1,4,9"
BOC087,Homily Worldwide Securities Company Limited,AQN141,"CHAN Lai Wah, Patricia",Patricia,Lai Wah,Chan,陳麗華,"1,4,9"
BOC665,Hua Liang Asset Management Limited,BJG749,HO Kai Chun,Kai Chun,Kai Chun,Ho,何佳俊,"4,9"
BOC665,Hua Liang Asset Management Limited,ANN397,"WAN Ka Nin, Kenneth",Kenneth,Ka Nin,Wan,溫嘉年,"4,9"
BOC665,Hua Liang Asset Management Limited,BVC643,ZHOU Huizhen,Huizhen,Huizhen,Zhou,周慧珍,"4,9"
BOC805,High Wisdom Holdings Limited,AEN031,HO Chung Ming,Chung Ming,Chung Ming,Ho,何仲明,"4,9"
BOC805,High Wisdom Holdings Limited,AAC019,TSANG Chi Ming,Chi Ming,Chi Ming,Tsang,曾智明,"4,9"
BOF970,Hel Ved Capital Management Limited,AWC185,CHAI Yunmin,Yunmin,Yunmin,Chai,柴允敏,"4,9"
BOF970,Hel Ved Capital Management Limited,AKP262,"LAI Ting Ngai, Annie",Annie,Ting Ngai,Lai,賴庭藝,"4,9"
BOF970,Hel Ved Capital Management Limited,AWC349,TING Khang,Khang,Khang,Ting,陳康,9
BON865,Hua Ding International Asset Management Company Limited,BOP013,XIN  Hongling,Hongling,Hongling,Xin,忻紅玲,9
BON865,Hua Ding International Asset Management Company Limited,BPU415,YANG Jinhan,Jinhan,Jinhan,Yang,楊金翰,9
BOP237,HashKey Capital Limited,ANU065,CHEUNG Bruce Heung Wing,Bruce,Bruce Heung Wing,Cheung,張向榮,9
BOP237,HashKey Capital Limited,BPN224,DENG Chao,Chao,Chao,Deng,鄧超,"1,4,9"
BOP237,HashKey Capital Limited,BXF496,MAI Jing,Jing,Jing,Mai,麥婧,"1,4,9"
BOP237,HashKey Capital Limited,BOP541,SHEN Kang,Kang,Kang,Shen,沈康,9
BOP761,Harmonia Capital Limited,ALG542,CHAN Kwok Wai,Kwok Wai,Kwok Wai,Chan,陳國偉,"1,4,9"
BOP761,Harmonia Capital Limited,APL398,CHUNG Hiu Ying,Hiu Ying,Hiu Ying,Chung,鍾曉瑩,"1,4,9"
BOP761,Harmonia Capital Limited,AGC199,WONG Chung Kin,Chung Kin,Chung Kin,Wong,黃忠健,1
BOP309,High-Flyer Capital Management (Hong Kong) Limited,BNQ614,CHAN Lai Chi,Lai Chi,Lai Chi,Chan,陳麗芝,9
BOP309,High-Flyer Capital Management (Hong Kong) Limited,BAH392,LUO Yiwen,Yiwen,Yiwen,Luo,羅逸文,9
BOS569,Heyokha Brothers Limited,ACT733,CHAN Chi Man,Chi Man,Chi Man,Chan,陳志文,"4,9"
BOS569,Heyokha Brothers Limited,ARP376,CHUNG Eugene Bob,Eugene Bob,Eugene Bob,Chung,鍾易彤,"4,9"
BOS569,Heyokha Brothers Limited,APA097,WARSONO Wuddy,Wuddy,Wuddy,Warsono,,"4,9"
BPJ745,"Hongkong Gaotejia Investment Management Co., Limited",AZR405,FENG Yingsi,Yingsi,Yingsi,Feng,馮穎思,"4,9"
BPJ745,"Hongkong Gaotejia Investment Management Co., Limited",AQO150,YIP Wing Chuen,Wing Chuen,Wing Chuen,Yip,葉永泉,"4,9"
BPL865,Hang Feng International Asset Management Limited,BGX227,HU Chao,Chao,Chao,Hu,胡超,"4,9"
BPL865,Hang Feng International Asset Management Limited,BUR260,LOU Yubao,Yubao,Yubao,Lou,娄雨宝,"4,9"
BPL865,Hang Feng International Asset Management Limited,ARP067,YIN Chunmei,Chunmei,Chunmei,Yin,尹春梅,"4,9"
BOT794,Hetu Investment HK Limited,BXQ539,LIU Dong,Dong,Dong,Liu,劉冬,"4,9"
BOT794,Hetu Investment HK Limited,BHC235,TONG Lin,Lin,Lin,Tong,童麟,"4,9"
BOT794,Hetu Investment HK Limited,BJV849,WANG Qiang,Qiang,Qiang,Wang,王強,"4,9"
BPN454,HCEP Management Limited,APR657,FANG Cao,Cao,Cao,Fang,方草,9
BPN454,HCEP Management Limited,BBE669,SHEN Jun,Jun,Jun,Shen,沈軍,9
BQB742,HBM Partners Hong Kong Limited,AUF158,CHEN Xin,Xin,Xin,Chen,陳欣,"4,9"
BQB742,HBM Partners Hong Kong Limited,BRA762,GUO Muqing,Muqing,Muqing,Guo,郭牧青,"4,9"
BQC238,Huafu International Asset Management Limited,BOL294,CUI Hai,Hai,Hai,Cui,崔海,9
BQC238,Huafu International Asset Management Limited,BRR793,WANG Ruochen,Ruochen,Ruochen,Wang,汪若辰,9
BQC238,Huafu International Asset Management Limited,ABV409,YUNG Sin Leung,Sin Leung,Sin Leung,Yung,翁善良,9
BQE366,Hover4pi Capital Management Limited,AZR336,LI April Qingnan,April,April Qingnan,Li,李卿囡,"4,9"
BQE366,Hover4pi Capital Management Limited,BRJ887,ZHAO Di,Di,Di,Zhao,趙迪,"4,9"
BQL626,Harbour Gold Asset Management Limited,AJC830,TSE Ming Fun,Ming Fun,Ming Fun,Tse,謝銘勳,"4,9"
BQL626,Harbour Gold Asset Management Limited,BWF671,ZHANG Zi Wei,Zi Wei,Zi Wei,Zhang,章紫微,"4,9"
BQP817,Heirloom Capital Limited,BVW146,DONG Junfeng,Junfeng,Junfeng,Dong,董俊锋,"4,9"
BQP817,Heirloom Capital Limited,BXM847,YUAN Ruobin,Ruobin,Ruobin,Yuan,袁若賓,"4,9"
BQY923,"Hong Kong Evolution Asset Management Co., Limited",ATC043,HUANG Chun-chieh,Chun-Chieh,Chun-Chieh,Huang,黃俊傑,"4,9"
BQY923,"Hong Kong Evolution Asset Management Co., Limited",BRA891,WANG Yiping,Yiping,Yiping,Wang,王一平,"4,9"
BQY923,"Hong Kong Evolution Asset Management Co., Limited",BVQ155,WEN Cuiping,Cuiping,Cuiping,Wen,温翠屏,9
BQY923,"Hong Kong Evolution Asset Management Co., Limited",BTS735,XIAN Jiawen,Jiawen,Jiawen,Xian,冼嘉文,"4,9"
BRA045,Hansui Capital Company Limited,ASZ583,"CHAN Ka Wai, Eric",Eric,Ka Wai,Chan,陳嘉偉,"4,9"
BRA045,Hansui Capital Company Limited,BRA680,LAI  Wai Kiu,Wai Kiu,Wai Kiu,Lai,黎偉喬,"1,4,9"
BRA045,Hansui Capital Company Limited,BRT149,WONG Sin Man,Sin Man,Sin Man,Wong,黃善敏,"1,4"
BRA045,Hansui Capital Company Limited,BRA677,YEUNG Kwok Wing,Kwok Wing,Kwok Wing,Yeung,楊國榮,"1,4"
BRA045,Hansui Capital Company Limited,BRV120,YUNG Kin Ming,Kin Ming,Kin Ming,Yung,容健銘,"1,4"
BRA045,Hansui Capital Company Limited,BDM737,ZHANG Shengqiao,Shengqiao,Shengqiao,Zhang,張聖橋,"4,9"
BQZ941,Hopewings Asset Management Hong Kong Limited,BRC239,YAN Jiao,Jiao,Jiao,Yan,焉嬌,9
BQZ941,Hopewings Asset Management Hong Kong Limited,BUZ163,YAN Xinwen,Xinwen,Xinwen,Yan,焉昕雯,9
BQZ941,Hopewings Asset Management Hong Kong Limited,BRC242,ZHANG Qinfeng,Qinfeng,Qinfeng,Zhang,張琴鳳,9
BRG182,Hendale Capital Limited,AVH886,CHANG Chechung,Chechung,Chechung,Chang,張志聰,9
BRG182,Hendale Capital Limited,ACZ723,KHOO Terence Boo Kheng,Terence,Terence Boo Kheng,Khoo,邱武慶,9
BRG182,Hendale Capital Limited,ACS621,LEE Henry Da-Cheng,Henry,Henry Da-Cheng,Lee,李大成,9
BRI780,HC Securities (HK) Limited,AFB068,CHEUNG Yiu Kei Philip,Yiu,Yiu Kei Philip,Cheung,張耀其,"1,4,9"
BRI780,HC Securities (HK) Limited,BOH507,YEN Philip Hongyu,Philip,Philip Hongyu,Yen,顏宏宇,"1,4,9"
BRO798,HCHP Management Limited,BVA296,HE Qing,Qing,Qing,He,何清,9
BRO798,HCHP Management Limited,BRO807,KONG Lingxi,Lingxi,Lingxi,Kong,孔令熙,9
BSF395,Hantec Wealth Management Company Limited,ABU297,LAU Chak Lam,Chak Lam,Chak Lam,Lau,劉澤林,"4,9"
BSF395,Hantec Wealth Management Company Limited,AEP389,"MO Hin Yee, Thomas",Thomas,Hin Yee,Mo,毛衍懿,"4,9"
BSF395,Hantec Wealth Management Company Limited,ALQ658,POON Yin Ling,Yin Ling,Yin Ling,Poon,潘燕玲,"4,9"
BSF395,Hantec Wealth Management Company Limited,AEI004,YIU Ho Yin,Ho Yin,Ho Yin,Yiu,姚浩然,"4,9"
BSF468,"Hong Kong Rich & Fortune Assets Management Co., Limited",BHS216,YE Zhijian,Zhijian,Zhijian,Ye,葉志堅,9
BSF468,"Hong Kong Rich & Fortune Assets Management Co., Limited",BNC814,ZHANG Jiyao,Jiyao,Jiyao,Zhang,張繼堯,9
BSG261,Hong Kong Horizon Insights Research Limited,ACT768,CHEUNG Pui Kwan,Pui Kwan,Pui Kwan,Cheung,張培群,"4,9"
BSG261,Hong Kong Horizon Insights Research Limited,BSG270,MA  Dongfan,Dongfan,Dongfan,Ma,馬冬凡,"4,9"
BSH228,Heisenberg Capital Management Limited,BTE396,YANG Junzhe,Junzhe,Junzhe,Yang,楊浚哲,9
BSH228,Heisenberg Capital Management Limited,BSH229,ZHANG Xuechuan,Xuechuan,Xuechuan,Zhang,張雪川,9
BSJ934,"Homeric Genesis Investment Management Co., Limited",BSJ937,HUANG Wei,Wei,Wei,Huang,黃威,"4,9"
BSJ934,"Homeric Genesis Investment Management Co., Limited",BAI763,LI Zhifeng,Zhifeng,Zhifeng,Li,李智鋒,"4,9"
BSJ934,"Homeric Genesis Investment Management Co., Limited",BOG730,WU Di,Di,Di,Wu,吴迪,"4,9"
BSG656,Huaan Securities (Hong Kong) Asset Management Limited,AYN948,LI Jingbo,Jingbo,Jingbo,Li,李景波,"4,9"
BSG656,Huaan Securities (Hong Kong) Asset Management Limited,AWH879,TONG Mengshi,Mengshi,Mengshi,Tong,童夢石,"4,9"
BSL435,Harmony Wealth Management Limited,AAE608,NIEM Philip,Philip,Philip,Niem,嚴剛良,"4,9"
BSL435,Harmony Wealth Management Limited,BAA826,YAU Ching Yee,Ching Yee,Ching Yee,Yau,游靜儀,"4,9"
BSR893,Harmolands Capital Limited,AYM451,HE Bao,Bao,Bao,He,何宝,9
BSR893,Harmolands Capital Limited,BFP699,ZHAO Yi,Yi,Yi,Zhao,趙易,9
BSV012,HAMCO CAPITAL LIMITED,ALB234,"CHENG Tak Ming, Tim",Tim,Tak Ming,Cheng,鄭德明,"4,9"
BSV012,HAMCO CAPITAL LIMITED,AHA824,MACDOUGALL Brian Alexander,Brian,Brian Alexander,Macdougall,,"4,9"
BSV012,HAMCO CAPITAL LIMITED,ATO859,WU Yu Robin,Yu Robin,Yu Robin,Wu,吳與,"4,9"
BSW770,Hyuet Capital Limited,AQQ076,WAKAO Tetsuji,Tetsuji,Tetsuji,Wakao,若生哲史,"4,9"
BSW770,Hyuet Capital Limited,BTV478,WANG TING,Ting,Ting,Wang,王婷,"4,9"
BTB137,Hysun Asset Management Limited,BWF421,DU Xiaoming,Xiaoming,Xiaoming,Du,杜曉明,"1,4,9"
BTB137,Hysun Asset Management Limited,BIN600,WONG Hong Ming,Hong Ming,Hong Ming,Wong,黃康銘,"1,4,9"
BTC727,Hong Kong Main Fund Securities Limited,BTZ115,HUA Jie,Jie,Jie,Hua,花杰,"1,4,9"
BTC727,Hong Kong Main Fund Securities Limited,BOX071,HUANG Yiyun,Yiyun,Yiyun,Huang,黃弋芸,"1,4,9"
BTC727,Hong Kong Main Fund Securities Limited,AGK907,NG Chak Chung,Chak Chung,Chak Chung,Ng,吳澤松,"4,9"
BTE674,Higgs Fintech Limited,BVZ286,QIANG Lili,Lili,Lili,Qiang,强莉莉,"4,9"
BTJ529,Hong Kong BoYue Capital Management Co Limited,BTJ534,LIU Dongxing,Dongxing,Dongxing,Liu,刘东兴,"4,9"
BTJ529,Hong Kong BoYue Capital Management Co Limited,BTJ535,XIA Yu,Yu,Yu,Xia,夏宇,"4,9"
BTJ529,Hong Kong BoYue Capital Management Co Limited,BTJ533,ZHONG Yu,Yu,Yu,Zhong,鍾宇,"4,9"
BTQ916,House of Champions (HK) Limited,ANK382,TSUI Pak Fai,Pak Fai,Pak Fai,Tsui,徐碧輝,"4,9"
BTQ916,House of Champions (HK) Limited,BXS864,WANG Haozhe,Haozhe,Haozhe,Wang,王昊哲,"4,9"
BUC767,Horun Capital Management Limited,ARB850,CHU Yat Ming,Yat Ming,Yat Ming,Chu,朱日明,"4,9"
BUC767,Horun Capital Management Limited,BXJ382,SUN Yijing,Yijing,Yijing,Sun,孫一靖,"4,9"
BUC767,Horun Capital Management Limited,BBA227,YEUNG Yuk Yan,Yuk Yan,Yuk Yan,Yeung,楊毓仁,"4,9"
BTR003,Headwater Capital Company Limited,BTR090,SU Zhixiang,Zhixiang,Zhixiang,Su,苏志响,9
BTR003,Headwater Capital Company Limited,BET323,ZHAO Jiayang,Jiayang,Jiayang,Zhao,趙嘉阳,9
BUF982,HNH Capital Management Limited,ACB944,"HO Wing Yuen, Stephen",Stephen,Wing Yuen,Ho,何永源,"4,9"
BUF982,HNH Capital Management Limited,BDE259,LEE David Seungwoo,David,David Seungwoo,Lee,,"4,9"
BUF982,HNH Capital Management Limited,BAL847,LI Wen,Wen,Wen,Li,李文,"4,9"
BUG219,HONGKONG NEW PORT FUND MANAGEMENT LIMITED,BUG221,LIU Chong,Chong,Chong,Liu,劉翀,9
BUG219,HONGKONG NEW PORT FUND MANAGEMENT LIMITED,AAV138,"SEE Lee Seng, Reason",Reason,Lee Seng,See,史理生,"4,9"
BUG219,HONGKONG NEW PORT FUND MANAGEMENT LIMITED,AUH482,YU Hailian,Hailian,Hailian,Yu,于海蓮,4
BUG219,HONGKONG NEW PORT FUND MANAGEMENT LIMITED,BVJ792,ZHOU Yue,Yue,Yue,Zhou,周悦,"4,9"
BUH306,Hong Kong Starvest Asset Management Limited,AET992,LIU Hoi Keung,Hoi Keung,Hoi Keung,Liu,廖開強,"4,9"
BUH306,Hong Kong Starvest Asset Management Limited,AHJ600,"WONG Kan Tat, Frederick",Frederick,Kan Tat,Wong,黃勤達,"4,9"
BUS898,Hamilton Lane Asset Management (HK) Limited,AXX978,DELGADO-MOREIRA Juan Manuel,Delgado-Moreira Juan,Delgado-Moreira Juan,Manuel,,9
BUS898,Hamilton Lane Asset Management (HK) Limited,AZG868,TAN Collwyn Chen,Collwyn Chen,Collwyn Chen,Tan,陳柏瑄,9
BUS898,Hamilton Lane Asset Management (HK) Limited,BDJ561,XIA Mingchen,Mingchen,Mingchen,Xia,夏明晨,9
BUT390,Heading Capital International Limited,BUT391,WANG Jue,Jue,Jue,Wang,王珏,"4,9"
BUT390,Heading Capital International Limited,BHV329,YU Yan,Yan,Yan,Yu,遇言,"4,9"
BUY925,Hashbase Asset Management Limited,BUY928,LIANG Li,Li,Li,Liang,梁莉,9
BUY925,Hashbase Asset Management Limited,BUY926,ZHUANG Qiyu,Qiyu,Qiyu,Zhuang,庄期瑜,9
BUX927,Hui Da (HongKong) Asset Management Limited,AVL286,LAM Sai Wing,Sai Wing,Sai Wing,Lam,林世榮,"4,9"
BUX927,Hui Da (HongKong) Asset Management Limited,BUX932,SHOU Xiaowen,Xiaowen,Xiaowen,Shou,寿筱雯,"4,9"
BUY973,Hong Kong Haisheng Securities Limited,AFJ091,AU Yiu Fai,Yiu Fai,Yiu Fai,Au,區耀輝,"1,4,9"
BUY973,Hong Kong Haisheng Securities Limited,BWF435,SHEN  Chihua,Chihua,Chihua,Shen,沈池花,"1,4,9"
BVD250,Hidden Hill HK Investment Management Limited,ATO442,CAO Jin,Jin,Jin,Cao,曹進,"1,4,9"
BVD250,Hidden Hill HK Investment Management Limited,BVD259,WANG Li,Li,Li,Wang,王笠,"1,4,9"
