corp_ceref,corp_name,ro_ceref,ro_full_name,ro_first_short,ro_first_full,ro_last,ro_name_chi,ro_ra_types
BVC262,Huarui Securities Limited,BJR785,XU Tiantian,Tiantian,Tiantian,Xu,徐天添,"1,4,9"
BVC262,Huarui Securities Limited,BGI316,XU Yachuan,Yachuan,Yachuan,Xu,徐亞川,"1,4,9"
BVD790,"Hong Kong Fortune Land Asset Management Co., Limited",BVD791,WU Aimin,Aimin,Aimin,Wu,吳愛民,"4,9"
BVD790,"Hong Kong Fortune Land Asset Management Co., Limited",BVD795,ZHU Feng,Feng,Feng,Zhu,朱峰,"4,9"
BVE565,"Hengze Asset Management Co., Limited",BLD498,LI Yang,Yang,Yang,Li,李暘,"4,9"
BVE565,"Hengze Asset Management Co., Limited",BVE567,ZHAO Rui,Rui,Rui,Zhao,趙睿,"4,9"
BVF540,Hui Investment Management Hong Kong Limited,BVF541,LONG Lingfang,Lingfang,Lingfang,Long,龍靈芳,"4,9"
BVF540,Hui Investment Management Hong Kong Limited,BVF545,XIAO Yi,Yi,Yi,Xiao,肖薏,"4,9"
BVH134,"Hong Kong LFountain Capital Co., Limited",BVH136,SHI XIAOBIN,Xiaobin,Xiaobin,Shi,石曉彬,"4,9"
BVH134,"Hong Kong LFountain Capital Co., Limited",BVH135,SUN JIANLIN,Jianlin,Jianlin,Sun,孫建林,"4,9"
BVF986,Hong Kong ChengShan Asset Management Limited,AFX583,CHAN Chun Sing,Chun Sing,Chun Sing,Chan,陳振昇,"4,9"
BVF986,Hong Kong ChengShan Asset Management Limited,AEV862,CHOW Kwun Hung,Kwun Hung,Kwun Hung,Chow,周冠雄,"4,9"
BVH856,Harview Partners Limited,AWI092,LIU Min,Min,Min,Liu,劉敏,"4,9"
BVH856,Harview Partners Limited,AEY445,YOUNG Ting Kar,Ting Kar,Ting Kar,Young,楊庭嘉,"4,9"
BVI525,HKSTP Co Acceleration Management Limited,BHM348,CHAN Man Kit Derek,Man,Man Kit Derek,Chan,陳文傑,9
BVI525,HKSTP Co Acceleration Management Limited,AOS242,YEUNG Tsz Kin,Tsz Kin,Tsz Kin,Yeung,楊子建,9
BVN031,Hinge Global Asset Management (HK) Limited,BHF588,NI Jinjing,Jinjing,Jinjing,Ni,倪金晶,9
BVN031,Hinge Global Asset Management (HK) Limited,BVN032,WU Wentao,Wentao,Wentao,Wu,武文韜,9
BVL814,Hong Shang Asset Management (Hong Kong) Company Limited,ARN422,XU Dong,Dong,Dong,Xu,許東,"4,9"
BVL814,Hong Shang Asset Management (Hong Kong) Company Limited,BVL815,ZHOU Chen,Chen,Chen,Zhou,,"4,9"
BVI615,Haogen Capital Securities Limited,AEB983,CHEN Wen-Chung,Wen-Chung,Wen-Chung,Chen,陳文聰,"1,4,9"
BVI615,Haogen Capital Securities Limited,BWK502,ZHANG Yong,Yong,Yong,Zhang,張勇,"1,4,9"
BVN275,Hullson Capital Partners Limited,BGM931,GUAN Lei,Lei,Lei,Guan,關蕾,"1,4,9"
BVN275,Hullson Capital Partners Limited,BBE663,LI Guangyu,Guangyu,Guangyu,Li,李光宇,"1,4,9"
BVN275,Hullson Capital Partners Limited,BNK282,WANG Jingzhi,Jingzhi,Jingzhi,Wang,王競之,"1,4,9"
BVN275,Hullson Capital Partners Limited,AXG752,WANG Shengkun,Shengkun,Shengkun,Wang,王胜坤,"1,4,9"
BVN275,Hullson Capital Partners Limited,ARS552,ZHAO Yang,Yang,Yang,Zhao,趙陽,"1,4,9"
BVO506,HoYaat Investment Counsel Limited,AEA194,"HO Hui Ching, Alice",Alice,Hui Ching,Ho,何曉靜,"4,9"
BVO506,HoYaat Investment Counsel Limited,AUI767,YAU Yin Hung,Yin Hung,Yin Hung,Yau,邱燕虹,"4,9"
BVU612,Hudson Bay Capital Management (Hong Kong) Limited,BOX114,BREDICEANU Mihnea Dan Petru,Mihnea,Mihnea Dan Petru,Brediceanu,,9
BVU612,Hudson Bay Capital Management (Hong Kong) Limited,BES352,DONG Yinfei,Yinfei,Yinfei,Dong,董寅斐,1
BVU612,Hudson Bay Capital Management (Hong Kong) Limited,AFT540,MUTREJA Anuj,Anuj,Anuj,Mutreja,,"2,9"
BVU612,Hudson Bay Capital Management (Hong Kong) Limited,BHW489,POPAT Mitul Bharatkumar,Mitul,Mitul Bharatkumar,Popat,,"1,2,9"
BVQ620,HYT Securities Limited,BVQ622,YANG Jinkun,Jinkun,Jinkun,Yang,楊錦坤,"4,9"
BVQ620,HYT Securities Limited,BTX450,ZHENG Ming Xin,Ming Xin,Ming Xin,Zheng,鄭銘鑫,"4,9"
BVX463,Harvestwise Asset Management Limited,BDV632,GUAN Bowen,Bowen,Bowen,Guan,關博文,"4,9"
BVX463,Harvestwise Asset Management Limited,BVX467,LIU Jiaxiong,Jiaxiong,Jiaxiong,Liu,劉家雄,"4,9"
BVX463,Harvestwise Asset Management Limited,BXJ536,XU Zheng,Zheng,Zheng,Xu,徐正,"4,9"
BWA920,HEAVENBOURNE SECURITIES LIMITED,ACO077,CHENG Keung,Keung,Keung,Cheng,鄭強,"1,4,9"
BWA920,HEAVENBOURNE SECURITIES LIMITED,ACP183,WONG Chun Kwong,Chun Kwong,Chun Kwong,Wong,王俊光,"1,4,9"
BWA814,Houde Changhe Asset Management Limited,ARK757,CHUNG Fu Wing,Fu Wing,Fu Wing,Chung,鍾富榮,"4,9"
BWA814,Houde Changhe Asset Management Limited,BUQ517,LUI  Ho Wing Daniel,Ho,Ho Wing Daniel,Lui,呂浩榮,"4,9"
BWA814,Houde Changhe Asset Management Limited,ATH351,SHI Jianan,Jianan,Jianan,Shi,史佳楠,"4,9"
BWB127,Hill group Limited,BAG107,HOU Changjie,Changjie,Changjie,Hou,侯昶杰,"4,9"
BWB127,Hill group Limited,BWB129,ZHANG Ping,Ping,Ping,Zhang,張平,"4,9"
BWB590,Huatai-PCG Asset Management Limited,BWF590,LIU Jun,Jun,Jun,Liu,柳軍,"1,4,9"
BWB590,Huatai-PCG Asset Management Limited,BWB591,TIAN Hanqing,Hanqing,Hanqing,Tian,田汉卿,"1,4,9"
BWB590,Huatai-PCG Asset Management Limited,BAK409,ZHU Lei,Lei,Lei,Zhu,朱蕾,"1,4,9"
BWD032,Hong Kong Intelligent Strategy Investment Management Company Limited,BAF372,CHAN Chun Yin,Chun Yin,Chun Yin,Chan,陳俊賢,"4,9"
BWD032,Hong Kong Intelligent Strategy Investment Management Company Limited,BWD036,FAN Xiaoli,Xiaoli,Xiaoli,Fan,范小莉,"4,9"
BWG224,Hong Kong Sanfeng Fund Management Limited,BWG227,GENG Guibo,Guibo,Guibo,Geng,耿貴波,"4,9"
BWH664,Hess Asset Management Limited,BWI262,LU Shuai,Shuai,Shuai,Lu,盧帥,9
BWH664,Hess Asset Management Limited,BWH667,SONG Ying Hui,Ying Hui,Ying Hui,Song,宋英暉,9
BWL315,Halo Capital (H.K.) Limited,ANT708,CHAN Ho Kin,Ho Kin,Ho Kin,Chan,陳豪健,"4,9"
BWL315,Halo Capital (H.K.) Limited,AOR534,WONG Kwan Ho,Kwan Ho,Kwan Ho,Wong,黃君豪,"4,9"
BWR367,Hillstone Capital Limited,AGT998,"FAN Kei Shun, Lester",Lester,Kei Shun,Fan,范基信,"4,9"
BWR367,Hillstone Capital Limited,ALZ610,ZHU Hengqiu,Hengqiu,Hengqiu,Zhu,朱恆秋,"4,9"
BWR938,Hankang Asset Management Limited,BUT989,CHEN Sichong,Sichong,Sichong,Chen,陳思翀,"4,9"
BWR938,Hankang Asset Management Limited,BWR941,ZHOU Xuan,Xuan,Xuan,Zhou,周玄,"4,9"
BWT343,HONGKONG TOP TALENT INVESTMENT ADMINISTRATION LIMITED,BON970,YIN Bo,Bo,Bo,Yin,殷波,"4,9"
BWT343,HONGKONG TOP TALENT INVESTMENT ADMINISTRATION LIMITED,BQQ972,ZHAO Xiaohu,Xiaohu,Xiaohu,Zhao,趙小虎,"4,9"
BWT522,"Hong Kong Flying Tiger Asset Management Co., Limited",AUA954,CHING Tsun Lung,Tsun Lung,Tsun Lung,Ching,程俊龍,"4,9"
BWT522,"Hong Kong Flying Tiger Asset Management Co., Limited",BWT525,XIAO Xin,Xin,Xin,Xiao,肖歆,"4,9"
BWV914,Hai Fusion International Asset Management Limited,BWV915,CHEN Yunxing,Yunxing,Yunxing,Chen,陳運興,"4,9"
BWV914,Hai Fusion International Asset Management Limited,BWV916,FU Cheng,Cheng,Cheng,Fu,付程,"4,9"
BWZ042,"Hong Kong HuaanHexin Asset Management Co., Limited",BWZ045,HU Jingxian,Jingxian,Jingxian,Hu,胡婧嫺,"4,9"
BWZ042,"Hong Kong HuaanHexin Asset Management Co., Limited",BWZ043,ZHANG Ye,Ye,Ye,Zhang,張曄,"4,9"
AAG243,Insubest Financial & MPF Planning Limited,AFO417,HO Robert Kwok Ting,Robert,Robert Kwok Ting,Ho,何國挺,4
AAG243,Insubest Financial & MPF Planning Limited,AAV425,"LAU Kin, Kelvin",Kelvin,Kin,Lau,劉堅,4
AAJ770,Invesco Hong Kong Limited (trading as Invesco Asia Pacific),APC144,CHEUNG Kai Lim,Kai Lim,Kai Lim,Cheung,張啟廉,"1,4,9"
AAJ770,Invesco Hong Kong Limited (trading as Invesco Asia Pacific),AFW616,CHOU Calvin,Calvin,Calvin,Chou,周景國,"1,4"
AAJ770,Invesco Hong Kong Limited (trading as Invesco Asia Pacific),AJB550,"CHOW Wai Tat, Richard",Richard,Wai Tat,Chow,周偉達,"1,4,5,9"
AAJ770,Invesco Hong Kong Limited (trading as Invesco Asia Pacific),BOK886,DIGBY Thomas Geoffrey,Thomas,Thomas Geoffrey,Digby,,"1,4"
AAJ770,Invesco Hong Kong Limited (trading as Invesco Asia Pacific),BVE130,FRANC Martin Peter,Martin,Martin Peter,Franc,,"1,2,4,5,9"
AAJ770,Invesco Hong Kong Limited (trading as Invesco Asia Pacific),AOD096,HSIAO Kuang-Yi,Kuang-Yi,Kuang-Yi,Hsiao,蕭光一,"1,4,9"
AAJ770,Invesco Hong Kong Limited (trading as Invesco Asia Pacific),ANU106,"HUANG Wan Chun, Christine",Christine,Wan Chun,Huang,黃婉君,"1,4"
AAJ770,Invesco Hong Kong Limited (trading as Invesco Asia Pacific),BGC483,LIN Ken,Ken,Ken,Lin,林蘭駿,"1,4"
AAJ770,Invesco Hong Kong Limited (trading as Invesco Asia Pacific),BSD224,"LING Chun Hui, Norbert",Norbert,Chun Hui,Ling,林純暉,"1,4,9"
AAJ770,Invesco Hong Kong Limited (trading as Invesco Asia Pacific),AAW957,"LO Tak Shing, Andrew",Andrew,Tak Shing,Lo,羅德城,"1,4"
AAJ770,Invesco Hong Kong Limited (trading as Invesco Asia Pacific),BOS652,MAK Kin Bond,Kin Bond,Kin Bond,Mak,麥建邦,"1,2"
AAJ770,Invesco Hong Kong Limited (trading as Invesco Asia Pacific),AOV141,MAK Nixon Kim Ho,Nixon,Nixon Kim Ho,Mak,麥劍豪,"1,4,5,9"
AAJ770,Invesco Hong Kong Limited (trading as Invesco Asia Pacific),ANF158,TOM Edward,Edward,Edward,Tom,譚子平,1
AAJ770,Invesco Hong Kong Limited (trading as Invesco Asia Pacific),AOY331,WONG Ka Shing,Ka Shing,Ka Shing,Wong,黃嘉誠,"1,2,4,5,9"
AAJ770,Invesco Hong Kong Limited (trading as Invesco Asia Pacific),AWX002,YUNG Kai Po Anthony,Kai,Kai Po Anthony,Yung,容啓寶,"1,4"
AAJ770,Invesco Hong Kong Limited (trading as Invesco Asia Pacific),BGZ550,ZHAO Yu,Yu,Yu,Zhao,趙彧,"1,4"
AAJ770,Invesco Hong Kong Limited (trading as Invesco Asia Pacific),BFN302,ZHONG Haidan,Haidan,Haidan,Zhong,鍾海丹,"1,4"
AAY077,ICBC Asset Management (Global) Company Limited,BUO704,HUANG Yucong,Yucong,Yucong,Huang,,"4,5,9"
AAY077,ICBC Asset Management (Global) Company Limited,AGJ901,"KWOK Wai Ki, Henry",Henry,Wai Ki,Kwok,郭偉奇,"4,5,9"
AAY077,ICBC Asset Management (Global) Company Limited,BMW896,LI Bing,Bing,Bing,Li,李兵,"4,5,9"
AAY077,ICBC Asset Management (Global) Company Limited,AXS583,WANG Ziyang,Ziyang,Ziyang,Wang,王子洋,"4,9"
AAY077,ICBC Asset Management (Global) Company Limited,BUG544,YU Jinyou,Jinyou,Jinyou,Yu,于金酉,"4,5,9"
AAY077,ICBC Asset Management (Global) Company Limited,BVZ425,ZHA Ying,Ying,Ying,Zha,查櫻,"4,5,9"
ABB038,Instinet Pacific Limited,ANF151,BERESFORD Paul Richard,Paul Richard,Paul Richard,Beresford,,"1,4,7"
ABB038,Instinet Pacific Limited,BFP347,HART Stephen David,Stephen,Stephen David,Hart,夏大偉,"1,4,7"
ABB038,Instinet Pacific Limited,ACO822,HAU Edward,Edward,Edward,Hau,侯俊華,"1,4,7"
ABB038,Instinet Pacific Limited,AVJ371,MCNIVEN Dillon Tate,Dillon Tate,Dillon Tate,Mcniven,,"1,4,7"
ABB038,Instinet Pacific Limited,AFR663,MOHIDEEN Mohamed Rafi,Mohamed Rafi,Mohamed Rafi,Mohideen,,"1,4,7"
ABQ890,iFAST Securities (HK) Limited,BOF642,CHAN Ka Long,Ka Long,Ka Long,Chan,陳家朗,1
ABQ890,iFAST Securities (HK) Limited,BJQ827,CHOW Yiu Kei,Yiu Kei,Yiu Kei,Chow,周曜基,1
ABQ890,iFAST Securities (HK) Limited,BEV368,HUANG Yancong,Yancong,Yancong,Huang,黃延聰,1
ABQ890,iFAST Securities (HK) Limited,AUJ784,"LAU Yee Lok, Glory",Glory,Yee Lok,Lau,劉以諾,1
ABQ890,iFAST Securities (HK) Limited,ABS215,NG Po Law,Po Law,Po Law,Ng,吳保羅,1
ABQ890,iFAST Securities (HK) Limited,AOS027,YIP Kelvin Hok-yin,Kelvin,Kelvin Hok-Yin,Yip,葉學賢,1
ABT605,Income Partners Asset Management (HK) Limited,AAC260,"NGUY Hoc Ty, Emil",Emil,Hoc Ty,Nguy,魏志華,"4,9"
ABT605,Income Partners Asset Management (HK) Limited,AXH477,WONG Kam Lam,Kam Lam,Kam Lam,Wong,黃錦琳,"4,9"
ABT605,Income Partners Asset Management (HK) Limited,BQS298,ZHAI Ke,Ke,Ke,Zhai,翟可,"4,9"
ACA028,International Commerce Corporation,ABP322,SINGH Manbir,Manbir,Manbir,Singh,,"4,9"
ACA028,International Commerce Corporation,ABE509,SPIVEY Michael John Alan,Michael,Michael John Alan,Spivey,,"4,9"
ADI249,Interactive Brokers Hong Kong Limited,ARD627,ALLEY Stephen Henry,Stephen,Stephen Henry,Alley,,"1,2"
ADI249,Interactive Brokers Hong Kong Limited,AQI988,EL AMRANI El Ghali,Amrani,Amrani El Ghali,El,,"1,2"
ADI249,Interactive Brokers Hong Kong Limited,ACP478,FRIEDLAND David Eric,David Eric,David Eric,Friedland,,"1,2,3"
ADI249,Interactive Brokers Hong Kong Limited,ATY710,LEUNG Chun John,Chun John,Chun John,Leung,梁隽,"1,2"
ADI249,Interactive Brokers Hong Kong Limited,AMP600,NG Chi Ling,Chi Ling,Chi Ling,Ng,吳芷玲,"1,2,3"
ADI249,Interactive Brokers Hong Kong Limited,AQO197,TANG Allan Doi Ki,Allan,Allan Doi Ki,Tang,鄧岱奇,"1,2,3"
AFC560,Indus Capital Advisors (Hong Kong) Limited,AVR204,FUJISAKI Daisuke,Daisuke,Daisuke,Fujisaki,,"1,2,4,9"
AFC560,Indus Capital Advisors (Hong Kong) Limited,AOG770,MO Yalin,Yalin,Yalin,Mo,莫亞琳,"4,9"
AFC560,Indus Capital Advisors (Hong Kong) Limited,BKA517,SHANNON James,James,James,Shannon,,"1,2,4,9"
AFV748,iVenture Investment Management Limited,AAB369,"CHOW Yuen Ki, Nerissa",Nerissa,Yuen Ki,Chow,周絃姬,"4,5,9"
AFV748,iVenture Investment Management Limited,BHM103,LO Marco Man Ho,Marco,Marco Man Ho,Lo,盧文浩,"4,5,9"
AFV748,iVenture Investment Management Limited,BNU842,TANG Ho Ming,Ho Ming,Ho Ming,Tang,鄧皓銘,4
AGI765,ICBC (Asia) Securities Limited,AWT686,LO Kok Hong,Kok Hong,Kok Hong,Lo,盧覺康,"1,4"
AGI765,ICBC (Asia) Securities Limited,APB776,YEUNG Kai Ming,Kai Ming,Kai Ming,Yeung,楊啟明,"1,4"
AGK111,iReality Investments Limited,ACQ091,BURLAGE Matthew James,Matthew,Matthew James,Burlage,,"1,4,6,9"
AGK111,iReality Investments Limited,ADH438,"CHOW Lip Ming, Juliette",Juliette,Lip Ming,Chow,周立明,"1,4,6,9"
AHM793,Imagi Brokerage Limited,BHO173,CHONG Kin Cheung,Kin Cheung,Kin Cheung,Chong,鍾建祥,"1,2"
AHM793,Imagi Brokerage Limited,ABY402,KOO Ka Lai,Ka Lai,Ka Lai,Koo,古嘉麗,"1,2,4,5,9"
AHM793,Imagi Brokerage Limited,ANA705,"LO Cheuk Yee, Helen",Helen,Cheuk Yee,Lo,勞婥頤,"1,2,4,5,9"
AGN053,iMarkets Limited,AYJ055,LAU Chun Yu,Chun Yu,Chun Yu,Lau,劉俊瑜,"1,7"
AGN053,iMarkets Limited,APJ676,LEE Kwong Wang,Kwong Wang,Kwong Wang,Lee,李光宏,"1,7"
ALS380,Imperial Capital Limited,BVU253,LU Qiang,Qiang,Qiang,Lu,卢强,9
ALS380,Imperial Capital Limited,ACZ998,YAU Shuk Han,Shuk Han,Shuk Han,Yau,游淑嫻,9
AME501,InnoFusion Capital Management Limited,AGA582,LEUNG Wing Cheong,Wing Cheong,Wing Cheong,Leung,梁永昌,9
AMS222,Investport (H.K.) Limited,AEN676,CHAN Yee Man,Yee Man,Yee Man,Chan,陳依雯,5
AMS222,Investport (H.K.) Limited,AGS415,HINTERHAEUSER Gerhard Hans,Gerhard Hans,Gerhard Hans,Hinterhaeuser,,"1,4,9"
AMS222,Investport (H.K.) Limited,AAA823,HUI Yee Kwong,Yee Kwong,Yee Kwong,Hui,許沂光,"1,4,5,9"
AMX312,IPP Financial Advisers Limited,AMX446,CHUNG Kwok Kuen,Kwok Kuen,Kwok Kuen,Chung,鍾國權,"1,4,9"
AMX312,IPP Financial Advisers Limited,ASU232,PANG Wing Tung,Wing Tung,Wing Tung,Pang,彭永東,"1,4,9"
AMY844,iFAST Financial (HK) Limited,BOF642,CHAN Ka Long,Ka Long,Ka Long,Chan,陳家朗,"1,4,9"
AMY844,iFAST Financial (HK) Limited,BJQ827,CHOW Yiu Kei,Yiu Kei,Yiu Kei,Chow,周曜基,9
AMY844,iFAST Financial (HK) Limited,AUJ784,"LAU Yee Lok, Glory",Glory,Yee Lok,Lau,劉以諾,"1,4,9"
AMY844,iFAST Financial (HK) Limited,AOS027,YIP Kelvin Hok-yin,Kelvin,Kelvin Hok-Yin,Yip,葉學賢,"1,4,9"
AOV762,IAM Legacy Limited,AEM238,"FONG Ching Man, Jessica",Jessica,Ching Man,Fong,方靜雯,9
AOV762,IAM Legacy Limited,ACD880,"LI Kai Keung, Norman",Norman,Kai Keung,Li,李繼強,"4,9"
AOV762,IAM Legacy Limited,ANM592,"WONG Lork Heng, Geoffrey",Geoffrey,Lork Heng,Wong,王諾衡,4
AOV762,IAM Legacy Limited,AKV288,YEUNG Wai Keung,Wai Keung,Wai Keung,Yeung,楊偉強,"4,9"
ANH692,iFAST Global Markets (HK) Limited,BOF642,CHAN Ka Long,Ka Long,Ka Long,Chan,陳家朗,9
ANH692,iFAST Global Markets (HK) Limited,BJQ827,CHOW Yiu Kei,Yiu Kei,Yiu Kei,Chow,周曜基,"1,4,9"
ANH692,iFAST Global Markets (HK) Limited,BEV368,HUANG Yancong,Yancong,Yancong,Huang,黃延聰,1
ANH692,iFAST Global Markets (HK) Limited,AOS027,YIP Kelvin Hok-yin,Kelvin,Kelvin Hok-Yin,Yip,葉學賢,"1,4,9"
ARI209,Imperium International Asset Management Limited,ARN620,"CHIU Yau Chun, Jackie",Jackie,Yau Chun,Chiu,趙右焌,5
ARI209,Imperium International Asset Management Limited,AYZ335,HO Wai Kin,Wai Kin,Wai Kin,Ho,何偉健,"4,5,9"
ARI209,Imperium International Asset Management Limited,APW355,MAK Tsz Hang,Tsz Hang,Tsz Hang,Mak,麥子衡,"4,9"
ATI575,ICBC International Fund Management Limited,BUY521,CHEN Yanzi,Yanzi,Yanzi,Chen,陳妍孜,"1,4,9"
ATI575,ICBC International Fund Management Limited,BVE647,GUO Xiangjun,Xiangjun,Xiangjun,Guo,郭向军,"1,4,9"
ATI575,ICBC International Fund Management Limited,BKB457,HU Kun,Kun,Kun,Hu,胡坤,"1,4,9"
ATI575,ICBC International Fund Management Limited,ARL159,"KWOK Ka Lok, Stanley",Stanley,Ka Lok,Kwok,郭家洛,"1,4,9"
ATI575,ICBC International Fund Management Limited,BKO397,LIU Dawei,Dawei,Dawei,Liu,劉大偉,"1,4,9"
ATI575,ICBC International Fund Management Limited,BKD944,QU Meng,Meng,Meng,Qu,曲夢,"1,4,9"
ATI575,ICBC International Fund Management Limited,AFT382,"SUN Kin Kong, James",James,Kin Kong,Sun,孫健崗,"1,4,9"
ATI575,ICBC International Fund Management Limited,BEM691,WANG Wenbin,Wenbin,Wenbin,Wang,王文彬,"1,4,9"
ATI575,ICBC International Fund Management Limited,AEN615,WONG Tung Chie,Tung Chie,Tung Chie,Wong,王東杰,"1,4"
ATI575,ICBC International Fund Management Limited,BKE569,XIAO Feifei,Feifei,Feifei,Xiao,肖飛飛,"1,4"
ATI575,ICBC International Fund Management Limited,BSM581,XIAO Yuqiang,Yuqiang,Yuqiang,Xiao,肖玉强,"1,4,9"
ATI575,ICBC International Fund Management Limited,BTV639,YANG Yuguo,Yuguo,Yuguo,Yang,杨煜国,"1,4,9"
ATI575,ICBC International Fund Management Limited,ARF350,YAO Tianjiao,Tianjiao,Tianjiao,Yao,姚天驕,"1,4,9"
ATI575,ICBC International Fund Management Limited,BJK785,ZHOU Jason Xiaoyu,Jason,Jason Xiaoyu,Zhou,周曉鈺,"1,4,9"
ATI575,ICBC International Fund Management Limited,BNQ630,ZHOU Sen,Sen,Sen,Zhou,周森,"1,4,9"
ATW274,INV Partners Limited,AFD123,YIP Hoi Chung,Hoi Chung,Hoi Chung,Yip,葉凱琮,9
ATW274,INV Partners Limited,BTX367,ZHOU Wei,Wei,Wei,Zhou,周緯,9
AXK530,Impax Asset Management (Hong Kong) Limited,AXE046,BISHNOI Manish,Manish,Manish,Bishnoi,,"1,4,9"
AXK530,Impax Asset Management (Hong Kong) Limited,BVY733,FRENCH Charles Peter,Charles,Charles Peter,French,,"1,4,9"
AXK530,Impax Asset Management (Hong Kong) Limited,AYJ916,YANG Haoyu,Haoyu,Haoyu,Yang,楊鎬宇,"1,4,9"
AXY613,ICBC UBS Asset Management (International) Company Limited,BWV865,CHENG Yu,Yu,Yu,Cheng,程瑜,"1,4"
AXY613,ICBC UBS Asset Management (International) Company Limited,BJJ371,LI Dan,Dan,Dan,Li,李丹,"1,4,9"
AXY613,ICBC UBS Asset Management (International) Company Limited,BXN143,LIU Xin,Xin,Xin,Liu,刘欣,"1,4,9"
AXY613,ICBC UBS Asset Management (International) Company Limited,BSI227,ZHANG Dong,Dong,Dong,Zhang,張棟,"1,4,9"
AXY613,ICBC UBS Asset Management (International) Company Limited,BRY280,ZHAO Xu,Xu,Xu,Zhao,赵栩,9
AZQ885,Isola Capital Asset Management Limited,AGN913,CHAN Anthony Jen Haw,Anthony,Anthony Jen Haw,Chan,陳甄灝,"1,4,9"
AZQ885,Isola Capital Asset Management Limited,AFM920,ZHANG David,David,David,Zhang,張海,"1,4,9"
BBT108,Impression Investment Limited,BEL805,LIU Zhao,Zhao,Zhao,Liu,劉釗,9
BBT108,Impression Investment Limited,BUL482,YIN Yue,Yue,Yue,Yin,印阅,9
BCB727,IvyRock Asset Management (HK) Limited,ANK158,DUANMU Yongshan,Yongshan,Yongshan,Duanmu,端木雍山,9
BCB727,IvyRock Asset Management (HK) Limited,AOD620,HUANG Yong,Yong,Yong,Huang,黃勇,9
BCB727,IvyRock Asset Management (HK) Limited,BCB741,JIANG Yu,Yu,Yu,Jiang,蔣煜,9
BCH802,Infore Capital Management (Hong Kong) Company Limited,BUS856,CHEN Ge,Ge,Ge,Chen,陳戈,9
BCH802,Infore Capital Management (Hong Kong) Company Limited,BOA340,JIANG Feng,Feng,Feng,Jiang,蔣峰,9
BCH802,Infore Capital Management (Hong Kong) Company Limited,BPN627,ZHOU Qiwei,Qiwei,Qiwei,Zhou,周奇偉,9
BCR090,Insight Capital Investment Limited,AGV350,"CHENG Chi Wai, Benny",Benny,Chi Wai,Cheng,鄭智偉,"4,9"
BCR090,Insight Capital Investment Limited,ALN679,"WOO Wing Sum, Samuel",Samuel,Wing Sum,Woo,胡穎森,"4,9"
BEI438,Iridium Capital Limited,BGM542,KO Ka Chun,Ka Chun,Ka Chun,Ko,高嘉俊,"4,9"
BEI438,Iridium Capital Limited,AWP707,LEE Ming Tat,Ming Tat,Ming Tat,Lee,李明達,"4,9"
BEI438,Iridium Capital Limited,AFS914,LEE Wang Kwong,Wang Kwong,Wang Kwong,Lee,李泓廣,"4,9"
BCY137,IP Investment Management (HK) Limited,BIO892,HUANG Kai-yu Kenneth,Kai-Yu,Kai-Yu Kenneth,Huang,黃凱宇,"4,9"
BCY137,IP Investment Management (HK) Limited,BOJ610,SO Chak Ming,Chak Ming,Chak Ming,So,蘇澤明,"4,9"
BCY137,IP Investment Management (HK) Limited,BCY147,WILLIAMS Selina Marie Elizabeth,Selina,Selina Marie Elizabeth,Williams,,"4,9"
BCY137,IP Investment Management (HK) Limited,BVI019,WILLSHER Benjamin Ernest John,Benjamin,Benjamin Ernest John,Willsher,,9
BFI201,Ion Pacific Limited,BOG760,CHIA Jonathan Kuen Hung,Jonathan,Jonathan Kuen Hung,Chia,謝昀衡,"4,9"
BFI201,Ion Pacific Limited,APA734,HAR-EVEN Itamar,Har-Even,Har-Even,Itamar,,4
BFI201,Ion Pacific Limited,ARH187,JOSEPH Michael Eric,Michael Eric,Michael Eric,Joseph,,"4,9"
BGM035,i-Golden Data Capital Limited,BVH429,BAO Chao,Chao,Chao,Bao,鮑超,"4,9"
BGM035,i-Golden Data Capital Limited,AQQ241,LI Yi,Yi,Yi,Li,李懿,"4,9"
BGV030,Infinite Success Assets Management Limited,BOO835,CHEN Chao-Chuan,Chao-Chuan,Chao-Chuan,Chen,陳朝泉,"4,9"
BGV030,Infinite Success Assets Management Limited,BWT649,CHEN Shiping,Shiping,Shiping,Chen,陳世平,"4,9"
BGX443,Innov Harbor Asset Management Limited,ATG911,CHAN Hung Ping,Hung Ping,Hung Ping,Chan,陳鴻平,"4,9"
BGX443,Innov Harbor Asset Management Limited,BWT433,GAO Shang,Shang,Shang,Gao,高上,"4,9"
BHP417,IFM Investors (HK) Ltd,BNC270,DOHERTY Neil Michael,Neil Michael,Neil Michael,Doherty,,"1,4,9"
BHP417,IFM Investors (HK) Ltd,AXV597,LEE Hye Soo,Hye Soo,Hye Soo,Lee,李惠秀,"1,4,9"
BHP417,IFM Investors (HK) Ltd,ANW415,SWARBRECK Peter William,Peter,Peter William,Swarbreck,,"1,4"
BHP417,IFM Investors (HK) Ltd,BTG983,TEH Wei Sun,Wei Sun,Wei Sun,Teh,,"1,4,9"
BHW980,INV Advisory Limited,AGJ221,CHAN Mei Yan,Mei Yan,Mei Yan,Chan,陳美欣,"4,9"
BHW980,INV Advisory Limited,BTW183,XIA Alan Zhe,Alan Zhe,Alan Zhe,Xia,夏瑞哲,9
BHW980,INV Advisory Limited,AYG287,YU Eunice,Eunice,Eunice,Yu,于如玥,"4,9"
